lemma,cl
acústico/NOUN,95
adaptador/NOUN,96
adaptação/NOUN,97
adepto/NOUN,98
adequação/NOUN,99
adereço/NOUN,100
aderência/NOUN,101
adesivo/NOUN,102
adesão/NOUN,103
adeus/NOUN,104
adiamento/NOUN,105
adiantamento/NOUN,106
adido/NOUN,107
aditamento/NOUN,108
aditivo/NOUN,109
adivinha/NOUN,110
adivinhação/NOUN,111
adivinho/NOUN,112
adição/NOUN,113
adjetivo/NOUN,114
adjunto/NOUN,115
administrador/NOUN,116
administrador-geral/NOUN,117
administração/NOUN,118
admirador/NOUN,119
admiração/NOUN,120
admissão/NOUN,121
adolescente/NOUN,122
adolescência/NOUN,123
adopção/NOUN,124
adoração/NOUN,125
adoção/NOUN,126
adquirente/NOUN,127
adsorção/NOUN,128
adubo/NOUN,129
adulto/NOUN,130
adversidade/NOUN,131
adversário/NOUN,132
advertência/NOUN,133
advocacia/NOUN,134
advogado/NOUN,135
aeroclube/NOUN,136
aerofólio/NOUN,137
aeronave/NOUN,138
aeroporto/NOUN,139
aerossol/NOUN,140
afastamento/NOUN,141
afecto/NOUN,142
afeganistão/NOUN,143
afegão/NOUN,144
afeição/NOUN,145
aferição/NOUN,146
afetividade/NOUN,147
afeto/NOUN,148
affaire/NOUN,149
afilhado/NOUN,150
afiliação/NOUN,151
afim/NOUN,152
afinal/NOUN,153
afinidade/NOUN,154
afirmação/NOUN,155
afixação/NOUN,156
aflição/NOUN,157
afloramento/NOUN,158
afluente/NOUN,159
afluxo/NOUN,160
afluência/NOUN,161
afogamento/NOUN,162
africano/NOUN,163
afro-americano/NOUN,164
afronta/NOUN,165
agenda/NOUN,166
agendamento/NOUN,167
agente/NOUN,168
agilidade/NOUN,169
agitação/NOUN,170
aglomerado/NOUN,171
aglomeração/NOUN,172
agonia/NOUN,173
agora/NOUN,174
agosto/NOUN,175
agradecimento/NOUN,176
agrado/NOUN,177
agravamento/NOUN,178
agravante/NOUN,179
agravo/NOUN,180
agregado/NOUN,181
agregação/NOUN,182
agremiação/NOUN,183
agressividade/NOUN,184
agressor/NOUN,185
agressão/NOUN,186
agricultor/NOUN,187
agricultura/NOUN,188
agronegócio/NOUN,189
agrupamento/NOUN,190
agrura/NOUN,191
aguardente/NOUN,192
agência/NOUN,193
aids/NOUN,194
ainda/NOUN,195
airbag/NOUN,196
ajuda/NOUN,197
ajudante/NOUN,198
ajuntamento/NOUN,199
ajustamento/NOUN,200
ajuste/NOUN,201
ala/NOUN,202
alabastro/NOUN,203
alagamento/NOUN,204
alagoano/NOUN,205
alambique/NOUN,206
alambrado/NOUN,207
alarde/NOUN,208
alargamento/NOUN,209
alarme/NOUN,210
alavanca/NOUN,211
alavancagem/NOUN,212
albergue/NOUN,213
albufeira/NOUN,214
alcaide/NOUN,215
alcance/NOUN,216
alcatrão/NOUN,217
alcobaça/NOUN,218
alcoolismo/NOUN,219
alcoólatra/NOUN,220
alcunha/NOUN,221
alcáçova/NOUN,222
aldeamento/NOUN,223
aldeia/NOUN,224
aldeão/NOUN,225
alegação/NOUN,226
alegoria/NOUN,227
alegre/NOUN,228
alegria/NOUN,229
alemã/NOUN,230
alemão/NOUN,231
alento/NOUN,232
alerta/NOUN,233
alevita/NOUN,234
alfa/NOUN,235
alfabetizado/NOUN,236
alfabetização/NOUN,237
alfabeto/NOUN,238
alfaiate/NOUN,239
algema/NOUN,240
algodão/NOUN,241
algoritmo/NOUN,242
algum/NOUN,243
alho/NOUN,244
aliado/NOUN,245
aliança/NOUN,246
alicerce/NOUN,247
aliciamento/NOUN,248
alienação/NOUN,249
alimentação/NOUN,250
alimento/NOUN,251
alinhamento/NOUN,252
alma/NOUN,253
almofada/NOUN,254
almoço/NOUN,255
alocação/NOUN,256
alojamento/NOUN,257
alongamento/NOUN,258
alpinismo/NOUN,259
alpinista/NOUN,260
alquimia/NOUN,261
alquimista/NOUN,262
alta/NOUN,263
alteração/NOUN,264
alternador/NOUN,265
alternativa/NOUN,266
altifalante/NOUN,267
altitude/NOUN,268
alto/NOUN,269
altruísmo/NOUN,270
altura/NOUN,271
alucinação/NOUN,272
aluguel/NOUN,273
aluguer/NOUN,274
alumínio/NOUN,275
aluno/NOUN,276
alusão/NOUN,277
alvenaria/NOUN,278
alvo/NOUN,279
alvorada/NOUN,280
alvéolo/NOUN,281
alçada/NOUN,282
alínea/NOUN,283
alíquota/NOUN,284
alívio/NOUN,285
amado/NOUN,286
amador/NOUN,287
amadurecimento/NOUN,288
amamentação/NOUN,289
amante/NOUN,290
amarelo/NOUN,291
amargura/NOUN,292
amarra/NOUN,293
amazona/NOUN,294
ambientalista/NOUN,295
ambiente/NOUN,296
ambição/NOUN,297
ambulância/NOUN,298
ameaça/NOUN,299
ameixa/NOUN,300
americana/NOUN,301
americano/NOUN,302
amianto/NOUN,303
amido/NOUN,304
amiga/NOUN,305
amigo/NOUN,306
aminoácido/NOUN,307
amistoso/NOUN,308
amizade/NOUN,309
amnistia/NOUN,310
amor/NOUN,311
amortecedor/NOUN,312
amortização/NOUN,313
amostra/NOUN,314
amparo/NOUN,315
ampliação/NOUN,316
amplitude/NOUN,317
amputação/NOUN,318
amálgama/NOUN,319
anabatista/NOUN,320
anacronismo/NOUN,321
analfabetismo/NOUN,322
analfabeto/NOUN,323
analista/NOUN,324
analogia/NOUN,325
anarquia/NOUN,326
ancestral/NOUN,327
ancestralidade/NOUN,328
andamento/NOUN,329
andar/NOUN,330
andebol/NOUN,331
anedota/NOUN,332
anel/NOUN,333
anemia/NOUN,334
anestesia/NOUN,335
anexo/NOUN,336
anfiteatro/NOUN,337
anfitrião/NOUN,338
angústia/NOUN,339
animadora/NOUN,340
animal/NOUN,341
animação/NOUN,342
anistia/NOUN,343
aniversário/NOUN,344
anjo/NOUN,345
ano/NOUN,346
anomalia/NOUN,347
anonimato/NOUN,348
anos/NOUN,349
anotação/NOUN,350
anseio/NOUN,351
ansiedade/NOUN,352
antagonista/NOUN,353
antecedente/NOUN,354
antecedência/NOUN,355
antecessor/NOUN,356
antecessora/NOUN,357
antecipação/NOUN,358
antemão/NOUN,359
antena/NOUN,360
antepassado/NOUN,361
anterior/NOUN,362
anti-herói/NOUN,363
antibiótico/NOUN,364
anticorpo/NOUN,365
antidepressivo/NOUN,366
antigo/NOUN,367
antiguidade/NOUN,368
antiquário/NOUN,369
antissemitismo/NOUN,370
antivírus/NOUN,371
antropologia/NOUN,372
antropólogo/NOUN,373
antídoto/NOUN,374
anulação/NOUN,375
anunciador/NOUN,376
anunciante/NOUN,377
análise/NOUN,378
anúncio/NOUN,379
apagão/NOUN,380
aparato/NOUN,381
aparecimento/NOUN,382
aparelho/NOUN,383
aparição/NOUN,384
apartamento/NOUN,385
apartheid/NOUN,386
aparência/NOUN,387
apatia/NOUN,388
apeadeiro/NOUN,389
apego/NOUN,390
apelação/NOUN,391
apelido/NOUN,392
apelo/NOUN,393
aperfeiçoamento/NOUN,394
aperto/NOUN,395
apetrechamento/NOUN,396
apito/NOUN,397
aplauso/NOUN,398
aplicabilidade/NOUN,399
aplicativo/NOUN,400
aplicação/NOUN,401
apogeu/NOUN,402
apoiante/NOUN,403
apoio/NOUN,404
apologia/NOUN,405
apontador/NOUN,406
aporte/NOUN,407
aposentado/NOUN,408
aposentadoria/NOUN,409
aposento/NOUN,410
aposta/NOUN,411
apostila/NOUN,412
apreciação/NOUN,413
apreensão/NOUN,414
aprendiz/NOUN,415
aprendizado/NOUN,416
aprendizagem/NOUN,417
apresentador/NOUN,418
apresentação/NOUN,419
apreço/NOUN,420
aprimoramento/NOUN,421
aprofundamento/NOUN,422
apropriação/NOUN,423
aprovação/NOUN,424
aproveitamento/NOUN,425
aproximação/NOUN,426
apuramento/NOUN,427
apuração/NOUN,428
apuro/NOUN,429
apêndice/NOUN,430
apólice/NOUN,431
aquartelamento/NOUN,432
aquecimento/NOUN,433
aqui/NOUN,434
aquisição/NOUN,435
aquário/NOUN,436
ar/NOUN,437
arame/NOUN,438
aranha/NOUN,439
arbitragem/NOUN,440
arborização/NOUN,441
arbusto/NOUN,442
arca/NOUN,443
arcabouço/NOUN,444
arcada/NOUN,445
arcebispado/NOUN,446
arcebispo/NOUN,447
arco/NOUN,448
ardósia/NOUN,449
areia/NOUN,450
arena/NOUN,451
aresta/NOUN,452
argelino/NOUN,453
argentino/NOUN,454
argila/NOUN,455
argola/NOUN,456
argumentação/NOUN,457
argumento/NOUN,458
aridez/NOUN,459
arma/NOUN,460
armada/NOUN,461
armadilha/NOUN,462
armador/NOUN,463
armadura/NOUN,464
armamento/NOUN,465
armazenamento/NOUN,466
armazém/NOUN,467
armação/NOUN,468
armário/NOUN,469
arménio/NOUN,470
aro/NOUN,471
aroma/NOUN,472
arqueiro/NOUN,473
arqueóloga/NOUN,474
arqueólogo/NOUN,475
arqui-rival/NOUN,476
arquibancada/NOUN,477
arquidiocese/NOUN,478
arquiinimigo/NOUN,479
arquipélago/NOUN,480
arquirrival/NOUN,481
arquitecto/NOUN,482
arquitectura/NOUN,483
arquiteto/NOUN,484
arquitetura/NOUN,485
arquivamento/NOUN,486
arquivo/NOUN,487
arquivos/NOUN,488
arquétipo/NOUN,489
arraial/NOUN,490
arranjo/NOUN,491
arranque/NOUN,492
arrecadação/NOUN,493
arredores/NOUN,494
arrefecimento/NOUN,495
arrematação/NOUN,496
arremesso/NOUN,497
arrependimento/NOUN,498
arresto/NOUN,499
arroba/NOUN,500
arrogância/NOUN,501
arroio/NOUN,502
arrondissement/NOUN,503
arroz/NOUN,504
arsenal/NOUN,505
art/NOUN,506
art./NOUN,507
arte/NOUN,508
artefato/NOUN,509
artesanato/NOUN,510
artesão/NOUN,511
articulado/NOUN,512
articulação/NOUN,513
articulista/NOUN,514
artifício/NOUN,515
artigo/NOUN,516
artilharia/NOUN,517
artilheiro/NOUN,518
artista/NOUN,519
artrite/NOUN,520
artéria/NOUN,521
artífice/NOUN,522
asa/NOUN,523
ascendência/NOUN,524
ascensão/NOUN,525
asfalto/NOUN,526
asfixia/NOUN,527
asilo/NOUN,528
asiático/NOUN,529
asma/NOUN,530
aspecto/NOUN,531
aspiração/NOUN,532
assalariado/NOUN,533
assaltante/NOUN,534
assalto/NOUN,535
assassinato/NOUN,536
assassino/NOUN,537
assassínio/NOUN,538
assembleia/NOUN,539
assembléia/NOUN,540
assentamento/NOUN,541
assento/NOUN,542
assessor/NOUN,543
assessora/NOUN,544
assessoria/NOUN,545
assimetria/NOUN,546
assinante/NOUN,547
assinatura/NOUN,548
assistente/NOUN,549
assistência/NOUN,550
assoalho/NOUN,551
associado/NOUN,552
associação/NOUN,553
assunto/NOUN,554
assédio/NOUN,555
asteroide/NOUN,556
asteróide/NOUN,557
astro/NOUN,558
astrofísico/NOUN,559
astronauta/NOUN,560
astronomia/NOUN,561
astrónomo/NOUN,562
astrônomo/NOUN,563
ata/NOUN,564
atacante/NOUN,565
atalho/NOUN,566
ataque/NOUN,567
atelier/NOUN,568
atendente/NOUN,569
atendimento/NOUN,570
atentado/NOUN,571
atenuante/NOUN,572
atenção/NOUN,573
aterramento/NOUN,574
aterro/NOUN,575
atestado/NOUN,576
ateu/NOUN,577
atirador/NOUN,578
atitude/NOUN,579
ativa/NOUN,580
atividade/NOUN,581
ativista/NOUN,582
ativo/NOUN,583
atlas/NOUN,584
atleta/NOUN,585
atletismo/NOUN,586
atmosfera/NOUN,587
ato/NOUN,588
ator/NOUN,589
atracação/NOUN,590
atracção/NOUN,591
atraso/NOUN,592
atrativo/NOUN,593
atração/NOUN,594
atribuição/NOUN,595
atributo/NOUN,596
atrito/NOUN,597
atriz/NOUN,598
atrocidade/NOUN,599
atrofia/NOUN,600
atual/NOUN,601
atualidade/NOUN,602
atualização/NOUN,603
atuação/NOUN,604
atum/NOUN,605
até/NOUN,606
auditor/NOUN,607
auditoria/NOUN,608
auditório/NOUN,609
audição/NOUN,610
audiência/NOUN,611
auge/NOUN,612
aula/NOUN,613
aumento/NOUN,614
auréola/NOUN,615
ausente/NOUN,616
auspício/NOUN,617
austeridade/NOUN,618
australiano/NOUN,619
ausência/NOUN,620
autarca/NOUN,621
autarquia/NOUN,622
autenticidade/NOUN,623
autismo/NOUN,624
auto/NOUN,625
auto-confiança/NOUN,626
auto-estima/NOUN,627
auto-estrada/NOUN,628
auto-suficiência/NOUN,629
autobiografia/NOUN,630
autocarro/NOUN,631
autoconhecimento/NOUN,632
autocrítica/NOUN,633
autoestima/NOUN,634
autoestrada/NOUN,635
automação/NOUN,636
automobilismo/NOUN,637
automobilista/NOUN,638
automotora/NOUN,639
automóvel/NOUN,640
autonomia/NOUN,641
autopeça/NOUN,642
autor/NOUN,643
autora/NOUN,644
autoria/NOUN,645
autoridade/NOUN,646
autoritarismo/NOUN,647
autorização/NOUN,648
autódromo/NOUN,649
autógrafo/NOUN,650
autópsia/NOUN,651
autômato/NOUN,652
auxiliar/NOUN,653
auxílio/NOUN,654
aval/NOUN,655
avalanche/NOUN,656
avaliação/NOUN,657
avançado/NOUN,658
avanço/NOUN,659
avaria/NOUN,660
ave/NOUN,661
avenida/NOUN,662
aventura/NOUN,663
averiguação/NOUN,664
avestruz/NOUN,665
aviador/NOUN,666
aviação/NOUN,667
avidez/NOUN,668
aviso/NOUN,669
avião/NOUN,670
avó/NOUN,671
avô/NOUN,672
axônio/NOUN,673
azar/NOUN,674
azeite/NOUN,675
azeitona/NOUN,676
azul/NOUN,677
aço/NOUN,678
açoite/NOUN,679
ação/NOUN,680
açúcar/NOUN,681
b/NOUN,682
babaca/NOUN,683
babá/NOUN,684
bacalhau/NOUN,685
bacharelado/NOUN,686
bacia/NOUN,687
bactéria/NOUN,688
baga/NOUN,689
bagageira/NOUN,690
bagagem/NOUN,691
bagaço/NOUN,692
baguette/NOUN,693
bagunça/NOUN,694
baiano/NOUN,695
bailado/NOUN,696
bailarina/NOUN,697
bailarino/NOUN,698
baile/NOUN,699
bairrismo/NOUN,700
bairro/NOUN,701
baixa/NOUN,702
baixada/NOUN,703
baixaria/NOUN,704
baixista/NOUN,705
baixo/NOUN,706
baião/NOUN,707
bala/NOUN,708
balada/NOUN,709
balancete/NOUN,710
balança/NOUN,711
balanço/NOUN,712
balcã/NOUN,713
balcão/NOUN,714
balde/NOUN,715
baliza/NOUN,716
balsa/NOUN,717
baluarte/NOUN,718
balão/NOUN,719
balé/NOUN,720
bambu/NOUN,721
banalidade/NOUN,722
banalização/NOUN,723
banana/NOUN,724
banca/NOUN,725
bancada/NOUN,726
bancarrota/NOUN,727
banco/NOUN,728
bancos/NOUN,729
bancário/NOUN,730
banda/NOUN,731
bandagem/NOUN,732
bandeira/NOUN,733
bandeirante/NOUN,734
bandeja/NOUN,735
bandido/NOUN,736
banditismo/NOUN,737
bando/NOUN,738
bandolim/NOUN,739
banheiro/NOUN,740
banhista/NOUN,741
banho/NOUN,742
banho-maria/NOUN,743
banimento/NOUN,744
banner/NOUN,745
banqueiro/NOUN,746
banquete/NOUN,747
baque/NOUN,748
baqueta/NOUN,749
bar/NOUN,750
baralho/NOUN,751
barba/NOUN,752
barbaridade/NOUN,753
barbeiro/NOUN,754
barbudo/NOUN,755
barbárie/NOUN,756
barco/NOUN,757
barman/NOUN,758
barra/NOUN,759
barraca/NOUN,760
barraco/NOUN,761
barracão/NOUN,762
barragem/NOUN,763
barranco/NOUN,764
barraquinha/NOUN,765
barreira/NOUN,766
barricada/NOUN,767
barriga/NOUN,768
barril/NOUN,769
barro/NOUN,770
barroco/NOUN,771
barulho/NOUN,772
barão/NOUN,773
barítono/NOUN,774
barómetro/NOUN,775
basalto/NOUN,776
basco/NOUN,777
base/NOUN,778
basebol/NOUN,779
bases/NOUN,780
basquete/NOUN,781
basquetebol/NOUN,782
bastidor/NOUN,783
bastião/NOUN,784
bastonário/NOUN,785
bastão/NOUN,786
batalha/NOUN,787
batalhão/NOUN,788
batata/NOUN,789
bate/NOUN,790
bateria/NOUN,791
baterista/NOUN,792
batida/NOUN,793
batismo/NOUN,794
batuque/NOUN,795
batuta/NOUN,796
baía/NOUN,797
beat/NOUN,798
beatle/NOUN,799
bebedouro/NOUN,800
bebida/NOUN,801
bebé/NOUN,802
bebê/NOUN,803
beca/NOUN,804
beco/NOUN,805
beduíno/NOUN,806
beijo/NOUN,807
beiju/NOUN,808
beira/NOUN,809
beisebol/NOUN,810
beleza/NOUN,811
belga/NOUN,812
beligerante/NOUN,813
belo/NOUN,814
bem/NOUN,815
bem-aventurado/NOUN,816
bem-estar/NOUN,817
bemol/NOUN,818
beneficiado/NOUN,819
beneficiamento/NOUN,820
beneficiação/NOUN,821
beneficiário/NOUN,822
beneficência/NOUN,823
benefício/NOUN,824
benfeitoria/NOUN,825
benfiquista/NOUN,826
bens/NOUN,827
benção/NOUN,828
beque/NOUN,829
berimbau/NOUN,830
berço/NOUN,831
besouro/NOUN,832
beterraba/NOUN,833
betão/NOUN,834
bexiga/NOUN,835
bibliografia/NOUN,836
biblioteca/NOUN,837
bibliotecário/NOUN,838
bica/NOUN,839
bicampeonato/NOUN,840
bicampeão/NOUN,841
bicentenário/NOUN,842
bicha/NOUN,843
bicheiro/NOUN,844
bicho/NOUN,845
bicicleta/NOUN,846
bienal/NOUN,847
bigode/NOUN,848
bilhete/NOUN,849
bilheteria/NOUN,850
bilhetes/NOUN,851
bilionário/NOUN,852
bilião/NOUN,853
bingo/NOUN,854
binóculo/NOUN,855
biocombustível/NOUN,856
biodiversidade/NOUN,857
biografia/NOUN,858
biologia/NOUN,859
bioma/NOUN,860
biotecnologia/NOUN,861
biotina/NOUN,862
biquíni/NOUN,863
bis/NOUN,864
bisneto/NOUN,865
bispo/NOUN,866
bissexual/NOUN,867
bit/NOUN,868
bitola/NOUN,869
bivalve/NOUN,870
biénio/NOUN,871
biênio/NOUN,872
biólogo/NOUN,873
biótipo/NOUN,874
blazer/NOUN,875
blindado/NOUN,876
blindagem/NOUN,877
bloco/NOUN,878
blog/NOUN,879
bloqueio/NOUN,880
blues/NOUN,881
blusa/NOUN,882
boa/NOUN,883
boate/NOUN,884
boato/NOUN,885
boca/NOUN,886
bocado/NOUN,887
bochecha/NOUN,888
bode/NOUN,889
bodes/NOUN,890
boicote/NOUN,891
boina/NOUN,892
bojo/NOUN,893
bola/NOUN,894
bolacha/NOUN,895
boletim/NOUN,896
boleto/NOUN,897
bolha/NOUN,898
bolinha/NOUN,899
boliviano/NOUN,900
bolo/NOUN,901
bolsa/NOUN,902
bolseiro/NOUN,903
bolsista/NOUN,904
bolso/NOUN,905
bom/NOUN,906
bomba/NOUN,907
bombardeamento/NOUN,908
bombardeio/NOUN,909
bombardeiro/NOUN,910
bombeamento/NOUN,911
bombeiro/NOUN,912
bondade/NOUN,913
boneca/NOUN,914
boneco/NOUN,915
bonificação/NOUN,916
bonito/NOUN,917
book/NOUN,918
boom/NOUN,919
borboleta/NOUN,920
borda/NOUN,921
bordado/NOUN,922
bordel/NOUN,923
bordo/NOUN,924
borla/NOUN,925
boro/NOUN,926
bosque/NOUN,927
bossa/NOUN,928
bota/NOUN,929
botânico/NOUN,930
botão/NOUN,931
bovino/NOUN,932
boxe/NOUN,933
boxeador/NOUN,934
bracarense/NOUN,935
brado/NOUN,936
branco/NOUN,937
brasileira/NOUN,938
brasileiro/NOUN,939
brasão/NOUN,940
bravura/NOUN,941
braçadeira/NOUN,942
braço/NOUN,943
braço-direito/NOUN,944
brecha/NOUN,945
breque/NOUN,946
breve/NOUN,947
brevidade/NOUN,948
briga/NOUN,949
brigada/NOUN,950
brigadeiro/NOUN,951
brilhante/NOUN,952
brilhantismo/NOUN,953
brilho/NOUN,954
brincadeira/NOUN,955
brinco/NOUN,956
brinquedo/NOUN,957
brio/NOUN,958
britânico/NOUN,959
brochura/NOUN,960
bronze/NOUN,961
bronzeado/NOUN,962
brutalidade/NOUN,963
bruxa/NOUN,964
bruxo/NOUN,965
bucolismo/NOUN,966
budismo/NOUN,967
buldogue/NOUN,968
bunker/NOUN,969
buraco/NOUN,970
burla/NOUN,971
burlão/NOUN,972
burocracia/NOUN,973
burrice/NOUN,974
busca/NOUN,975
busto/NOUN,976
bárbaro/NOUN,977
bário/NOUN,978
bíblia/NOUN,979
bóson/NOUN,980
bônus/NOUN,981
búlgaro/NOUN,982
búzio/NOUN,983
c/NOUN,984
caatinga/NOUN,985
cabana/NOUN,986
cabeceira/NOUN,987
cabeleireiro/NOUN,988
cabelo/NOUN,989
cabeça/NOUN,990
cabeçada/NOUN,991
cabeçote/NOUN,992
cabimento/NOUN,993
cabina/NOUN,994
cabine/NOUN,995
cabo/NOUN,996
cabra/NOUN,997
cabrito/NOUN,998
cacau/NOUN,999
cacaueiro/NOUN,1000
cachaça/NOUN,1001
cachet/NOUN,1002
cachimbo/NOUN,1003
cachoeira/NOUN,1004
cachorro/NOUN,1005
cachê/NOUN,1006
cacife/NOUN,1007
cacilheiro/NOUN,1008
cacique/NOUN,1009
cada/NOUN,1010
cadastro/NOUN,1011
cadeado/NOUN,1012
cadeia/NOUN,1013
cadeira/NOUN,1014
caderno/NOUN,1015
cadáver/NOUN,1016
cafeteria/NOUN,1017
café/NOUN,1018
caieira/NOUN,1019
caipira/NOUN,1020
cais/NOUN,1021
caixa/NOUN,1022
caixeiro/NOUN,1023
caixote/NOUN,1024
caixão/NOUN,1025
cal/NOUN,1026
calamidade/NOUN,1027
calcanhar/NOUN,1028
calcinha/NOUN,1029
caldeirão/NOUN,1030
caldo/NOUN,1031
calendário/NOUN,1032
calha/NOUN,1033
calhamaço/NOUN,1034
calibre/NOUN,1035
califa/NOUN,1036
calma/NOUN,1037
calor/NOUN,1038
caloria/NOUN,1039
calote/NOUN,1040
calça/NOUN,1041
calçado/NOUN,1042
calçadão/NOUN,1043
calçamento/NOUN,1044
calúnia/NOUN,1045
cama/NOUN,1046
camada/NOUN,1047
camarada/NOUN,1048
camaradagem/NOUN,1049
camarim/NOUN,1050
camarote/NOUN,1051
camarão/NOUN,1052
cambista/NOUN,1053
camelo/NOUN,1054
caminhada/NOUN,1055
caminho/NOUN,1056
caminho-de-ferro/NOUN,1057
caminhoneiro/NOUN,1058
caminhão/NOUN,1059
camisa/NOUN,1060
camiseta/NOUN,1061
camisinha/NOUN,1062
camião/NOUN,1063
camp/NOUN,1064
campanha/NOUN,1065
campeonato/NOUN,1066
campeã/NOUN,1067
campeão/NOUN,1068
campina/NOUN,1069
campineiro/NOUN,1070
camping/NOUN,1071
campista/NOUN,1072
campo/NOUN,1073
camponês/NOUN,1074
campus/NOUN,1075
camundongo/NOUN,1076
cana/NOUN,1077
canadense/NOUN,1078
canal/NOUN,1079
canalização/NOUN,1080
canavial/NOUN,1081
cancelamento/NOUN,1082
cancro/NOUN,1083
candidata/NOUN,1084
candidato/NOUN,1085
candidatura/NOUN,1086
caneca/NOUN,1087
caneta/NOUN,1088
cangaceiro/NOUN,1089
cangaço/NOUN,1090
canguru/NOUN,1091
canhão/NOUN,1092
canivete/NOUN,1093
canja/NOUN,1094
cano/NOUN,1095
cansaço/NOUN,1096
cantar/NOUN,1097
cantaria/NOUN,1098
cantata/NOUN,1099
canteiro/NOUN,1100
cantiga/NOUN,1101
cantina/NOUN,1102
cantinho/NOUN,1103
canto/NOUN,1104
cantor/NOUN,1105
cantora/NOUN,1106
cantoria/NOUN,1107
cantão/NOUN,1108
canção/NOUN,1109
caos/NOUN,1110
capa/NOUN,1111
capacidade/NOUN,1112
capacitação/NOUN,1113
capela/NOUN,1114
capim/NOUN,1115
capital/NOUN,1116
capitalismo/NOUN,1117
capitalista/NOUN,1118
capitalização/NOUN,1119
capitania/NOUN,1120
capitão/NOUN,1121
capoeira/NOUN,1122
capotamento/NOUN,1123
capricho/NOUN,1124
captador/NOUN,1125
captação/NOUN,1126
captura/NOUN,1127
capuz/NOUN,1128
capítulo/NOUN,1129
cara/NOUN,1130
caracterização/NOUN,1131
característica/NOUN,1132
caramelo/NOUN,1133
carapaça/NOUN,1134
caratê/NOUN,1135
caravana/NOUN,1136
caravela/NOUN,1137
carboneto/NOUN,1138
carbono/NOUN,1139
carcaça/NOUN,1140
cardeal/NOUN,1141
cardiologista/NOUN,1142
cardápio/NOUN,1143
carga/NOUN,1144
cargo/NOUN,1145
caridade/NOUN,1146
carimbo/NOUN,1147
carinho/NOUN,1148
carioca/NOUN,1149
carisma/NOUN,1150
cariz/NOUN,1151
carmelita/NOUN,1152
carnaval/NOUN,1153
carne/NOUN,1154
carnificina/NOUN,1155
carnê/NOUN,1156
carnívoro/NOUN,1157
carona/NOUN,1158
carpete/NOUN,1159
carpinteiro/NOUN,1160
carreata/NOUN,1161
carregador/NOUN,1162
carregamento/NOUN,1163
carreia/NOUN,1164
carreira/NOUN,1165
carreta/NOUN,1166
carrinha/NOUN,1167
carro/NOUN,1168
carroceria/NOUN,1169
carruagem/NOUN,1170
carta/NOUN,1171
cartada/NOUN,1172
cartaginês/NOUN,1173
cartaz/NOUN,1174
carteira/NOUN,1175
carteiro/NOUN,1176
cartel/NOUN,1177
cartilha/NOUN,1178
cartola/NOUN,1179
cartoon/NOUN,1180
cartucho/NOUN,1181
cartum/NOUN,1182
cartunista/NOUN,1183
cartão/NOUN,1184
cartório/NOUN,1185
carvalho/NOUN,1186
carvão/NOUN,1187
carácter/NOUN,1188
caráter/NOUN,1189
carência/NOUN,1190
carícia/NOUN,1191
casa/NOUN,1192
casaco/NOUN,1193
casal/NOUN,1194
casamento/NOUN,1195
casario/NOUN,1196
casarão/NOUN,1197
casas/NOUN,1198
casca/NOUN,1199
cascavel/NOUN,1200
caseiro/NOUN,1201
