origine/NOUN,bourgeoise/ADJ
affaires/NOUN,générales/ADJ
Insuffisance/NOUN,hépatique/ADJ
2e/ADJ,division/NOUN
Troubles/NOUN,vasculaires/ADJ
pareil/ADJ,missile/NOUN
gros/ADJ,oeuvre/NOUN
différentes/ADJ,valeurs/NOUN
version/NOUN,cyber/ADJ
côté/NOUN,droit/ADJ
championne/NOUN,olympique/ADJ
Histologie/NOUN,osseuse/ADJ
petit/ADJ,doigt/NOUN
militant/NOUN,syndicaliste/ADJ
plusieurs/ADJ,fois/NOUN
Troubles/NOUN,cardiaques/ADJ
profil/NOUN,bas/ADJ
luminosité/NOUN,insuffisante/ADJ
côté/NOUN,français/ADJ
Troisième/ADJ,République/NOUN
plein/ADJ,effet/NOUN
Grande/ADJ,Odyssée/NOUN
Forme/NOUN,pharmaceutique/ADJ
toute/ADJ,manière/NOUN
INFORMATIONS/NOUN,SUPPLEMENTAIRES/ADJ
Site/NOUN,hémorragique/ADJ
N2/NOUN,allemande/ADJ
petite/ADJ,obstruction/NOUN
douleur/NOUN,thoracique/ADJ
plusieurs/ADJ,mois/NOUN
Hémorragie/NOUN,intracrânienne/ADJ
médicaments/NOUN,anti-inflammatoires/ADJ
partie/NOUN,intégrante/ADJ
Cher/ADJ,collègue/NOUN
quelques/ADJ,naïfs/NOUN
douleurs/NOUN,dentaires/ADJ
XIXe/ADJ,siècle/NOUN
Collusions/NOUN,maçonniques/ADJ
pseudoanévrisme/NOUN,vasculaire/ADJ
certains/ADJ,hommes/NOUN
monument/NOUN,historique/ADJ
DONNEES/NOUN,CLINIQUES/ADJ
monument/NOUN,historique/ADJ
grands/ADJ,écrivains/NOUN
partie/NOUN,intégrante/ADJ
FORME/NOUN,PHARMACEUTIQUE/ADJ
petit/ADJ,peu/NOUN
PROPRIETES/NOUN,PHARMACOLOGIQUES/ADJ
collaborateurs/NOUN,bénévoles/ADJ
bonne/ADJ,chance/NOUN
mardi/NOUN,prochain/ADJ
Première/ADJ,mention/NOUN
bobo/NOUN,chic/ADJ
Certaines/ADJ,années/NOUN
Résultats/NOUN,complets/ADJ
février/NOUN,dernier/ADJ
partenariat/NOUN,public-privé/ADJ
bon/ADJ,espoir/NOUN
amas/NOUN,globulaire/ADJ
engagement/NOUN,unilatéral/ADJ
Douleur/NOUN,dorsale/ADJ
acide/NOUN,zolédronique/ADJ
Réactions/NOUN,allergiques/ADJ
ANNEXE/NOUN,III/ADJ
pied/NOUN,noir/ADJ
Chaque/ADJ,livre/NOUN
Réduction/NOUN,relative/ADJ
journaliste/NOUN,sportive/ADJ
division/NOUN,fédérale/ADJ
rats/NOUN,épineux/ADJ
crise/NOUN,cardiaque/ADJ
chaque/ADJ,détail/NOUN
Propriétés/NOUN,pharmacocinétiques/ADJ
Voie/NOUN,intraveineuse/ADJ
Articles/NOUN,connexes/ADJ
DONNEES/NOUN,PHARMACEUTIQUES/ADJ
Page/NOUN,blanche/ADJ
directeur/NOUN,général/ADJ
quelques/ADJ,droits/NOUN
samedi/NOUN,dernier/ADJ
chers/ADJ,collègues/NOUN
porte-parole/NOUN,remplaçante/ADJ
bonne/ADJ,bourgeoisie/NOUN
Premier/ADJ,ministre/NOUN
AUTRES/ADJ,CONDITIONS/NOUN
nombre/NOUN,plastique/ADJ
Effets/NOUN,pharmacodynamiques/ADJ
lettre/NOUN,morte/ADJ
douleur/NOUN,thoracique/ADJ
jeunes/ADJ,chevaux/NOUN
Internet/NOUN,illimité/ADJ
côté/NOUN,gauche/ADJ
plusieurs/ADJ,années/NOUN
renaissance/NOUN,tardive/ADJ
Réactions/NOUN,locales/ADJ
Union/NOUN,Libre/ADJ
ANNEXE/NOUN,I/ADJ
Liens/NOUN,externes/ADJ
quelques/ADJ,années/NOUN
Condamnations/NOUN,intermédiaires/ADJ
conflit/NOUN,israélo-arabe/ADJ
Tableau/NOUN,économique/ADJ
fibrillation/NOUN,auriculaire/ADJ
arts/NOUN,plastiques/ADJ
plusieurs/ADJ,ateliers/NOUN
saignement/NOUN,majeur/ADJ
procureur/NOUN,général/ADJ
Saignements/NOUN,mineurs/ADJ
traitement/NOUN,fictif/ADJ
monument/NOUN,historique/ADJ
écriture/NOUN,mongole/ADJ
scrutin/NOUN,local/ADJ
third/ADJ,stream/NOUN
rouge/NOUN,orangé/ADJ
Lien/NOUN,externe/ADJ
Volet/NOUN,bancaire/ADJ
réserve/NOUN,naturelle/ADJ
autre/ADJ,bisphosphonate/NOUN
chalet/NOUN,kitsch/ADJ
arts/NOUN,martiaux/ADJ
