letošním/ADJ,únorovém/ADJ,zasedání/NOUN
rozsáhlém/ADJ,dílčím/ADJ,úkolu/NOUN
současného/ADJ,spisovného/ADJ,jazyka/NOUN
významný/ADJ,sovětský/ADJ,režisér/NOUN
úspěšných/ADJ,mladých/ADJ,herců/NOUN
existujících/ADJ,pedagogických/ADJ,procesů/NOUN
určitého/ADJ,svérázného/ADJ,prostředí/NOUN
uváženého/ADJ,zralého/ADJ,výběru/NOUN
takzvané/ADJ,přímé/ADJ,akce/NOUN
aplikovaného/ADJ,lexikografického/ADJ,výzkumu/NOUN
základových/ADJ,větných/ADJ,struktur/NOUN
ohebných/ADJ,slovních/ADJ,druhů/NOUN
menší/ADJ,klubová/ADJ,záležitost/NOUN
parádní/ADJ,indickou/ADJ,tanečnici/NOUN
malí/ADJ,šestiletí/ADJ,kluci/NOUN
Českého/ADJ,jazykového/ADJ,atlasu/NOUN
morfonologického/ADJ,typizujícího/ADJ,zápisu/NOUN
informativních/ADJ,problémových/ADJ,map/NOUN
starších/ADJ,nářečních/ADJ,textů/NOUN
Slovanského/ADJ,jazykového/ADJ,atlasu/NOUN
pravá/ADJ,divadelní/ADJ,opona/NOUN
české/ADJ,slovní/ADJ,zásoby/NOUN
současné/ADJ,angažované/ADJ,písničky/NOUN
Německé/ADJ,demokratické/ADJ,republice/NOUN
sjednocené/ADJ,dělnické/ADJ,třídy/NOUN
přímým/ADJ,terénním/ADJ,výzkumem/NOUN
Polský/ADJ,Celostátní/ADJ,festival/NOUN
Třetího/ADJ,nejlepšího/ADJ,představení/NOUN
Bezejmenná/ADJ,uzoučká/ADJ,ulička/NOUN
Profousových/ADJ,Místních/ADJ,jmen/NOUN
obvyklé/ADJ,poklidné/ADJ,posezení/NOUN
loňského/ADJ,rektorského/ADJ,dne/NOUN
studentských/ADJ,tělovýchovných/ADJ,slavností/NOUN
rozličných/ADJ,sportovních/ADJ,odvětvích/NOUN
základních/ADJ,bibliografických/ADJ,údajů/NOUN
dílčích/ADJ,mluvnických/ADJ,úseků/NOUN
pokácené/ADJ,slalomové/ADJ,tyčky/NOUN
Povinnou/ADJ,ženskou/ADJ,část/NOUN
májových/ADJ,studentských/ADJ,slavností/NOUN
české/ADJ,národní/ADJ,společnosti/NOUN
nejlepší/ADJ,amatérští/ADJ,cyklisté/NOUN
sté/ADJ,mezistátní/ADJ,střetnutí/NOUN
První/ADJ,občerstvovací/ADJ,stanice/NOUN
státních/ADJ,názvoslovných/ADJ,norem/NOUN
první/ADJ,nezbytnou/ADJ,péči/NOUN
bývalého/ADJ,vynikajícího/ADJ,atleta/NOUN
cyklistický/ADJ,etapový/ADJ,závod/NOUN
mezinárodní/ADJ,etapový/ADJ,závod/NOUN
světových/ADJ,cyklistických/ADJ,závodů/NOUN
Stručný/ADJ,slovník/NOUN,staročeský/ADJ
základních/ADJ,pohybových/ADJ,fází/NOUN
bohemistickou/ADJ,lístkovou/ADJ,bibliografii/NOUN
českou/ADJ,jazykovědnou/ADJ,slavistiku/NOUN
centrální/ADJ,bohemistická/ADJ,evidence/NOUN
základní/ADJ,informační/ADJ,pomůckou/NOUN
Jedenatřicetiletý/ADJ,strojní/ADJ,zámečník/NOUN
dílčího/ADJ,úseku/NOUN,slovotvorného/ADJ
jednotlivých/ADJ,výrobních/ADJ,odborů/NOUN
světové/ADJ,zemědělské/ADJ,výroby/NOUN
dlouhodobých/ADJ,dílčích/ADJ,úkolů/NOUN
jiných/ADJ,akademických/ADJ,pracovišť/NOUN
vedoucí/ADJ,vědečtí/ADJ,pracovníci/NOUN
příslušných/ADJ,mezinárodních/ADJ,úmluvách/NOUN
Mezinárodní/ADJ,kynologické/ADJ,federace/NOUN
značné/ADJ,kvalitní/ADJ,rozdíly/NOUN
odlišným/ADJ,známkovým/ADJ,oceněním/NOUN
větších/ADJ,poštovních/ADJ,úřadů/NOUN
Přemístitelný/ADJ,válečkový/ADJ,dopravník/NOUN
gravitační/ADJ,válečková/ADJ,trať/NOUN
dobré/ADJ,vzájemné/ADJ,styky/NOUN
loňském/ADJ,stejnojmenném/ADJ,seriálu/NOUN
Plastikové/ADJ,zásuvkové/ADJ,zásobníky/NOUN
jednoduché/ADJ,měřící/ADJ,přístroje/NOUN
osmdesátimetrová/ADJ,kontrolní/ADJ,věž/NOUN
připravovaná/ADJ,Vědecká/ADJ,mluvnice/NOUN
základní/ADJ,studie/NOUN,časopisecké/ADJ
společenskovědních/ADJ,oborech/NOUN,dalších/ADJ
druhé/ADJ,světové/ADJ,válce/NOUN
jazykovém/ADJ,měřítku/NOUN,mezinárodním/ADJ
srovnávací/ADJ,slovanské/ADJ,jazykovědě/NOUN
druhé/ADJ,světové/ADJ,válce/NOUN
rušného/ADJ,moderního/ADJ,života/NOUN
jezdecké/ADJ,sportovní/ADJ,oddíly/NOUN
sportovní/ADJ,jezdecké/ADJ,disciplíny/NOUN
Španělská/ADJ,jezdecká/ADJ,škola/NOUN
přirozený/ADJ,obranný/ADJ,skok/NOUN
Španělské/ADJ,jezdecké/ADJ,škole/NOUN
francouzské/ADJ,jezdecké/ADJ,škole/NOUN
Skokové/ADJ,jezdecké/ADJ,soutěže/NOUN
Prvé/ADJ,veřejné/ADJ,závody/NOUN
nejobtížnější/ADJ,jezdeckou/ADJ,disciplínou/NOUN
odborné/ADJ,veterinární/ADJ,prohlídce/NOUN
Mezinárodní/ADJ,jezdecké/ADJ,federace/NOUN
Československý/ADJ,jezdecký/ADJ,svaz/NOUN
neobyčejný/ADJ,sportovní/ADJ,rozmach/NOUN
surové/ADJ,středověké/ADJ,násilnosti/NOUN
dalších/ADJ,veřejných/ADJ,institucí/NOUN
oborovými/ADJ,terminologickými/ADJ,komisemi/NOUN
smluvení/ADJ,studení/ADJ,vrazi/NOUN
Rozebraný/ADJ,Karlův/ADJ,most/NOUN
národní/ADJ,kulturní/ADJ,památky/NOUN
prozatímní/ADJ,litý/ADJ,koberec/NOUN
někdejší/ADJ,raritní/ADJ,host/NOUN
dalších/ADJ,vysokých/ADJ,horách/NOUN
Německé/ADJ,demokratické/ADJ,republiky/NOUN
českokamenického/ADJ,lesního/ADJ,závodu/NOUN
Výzkumným/ADJ,ústavem/NOUN,veterinárním/ADJ
speciálním/ADJ,granulovaným/ADJ,krmivem/NOUN
prostou/ADJ,kořenovou/ADJ,zeleninou/NOUN
sovětskou/ADJ,zahraniční/ADJ,politikou/NOUN
Nedávné/ADJ,plenární/ADJ,zasedání/NOUN
vzájemné/ADJ,hospodářské/ADJ,pomoci/NOUN
konečných/ADJ,praktických/ADJ,cílů/NOUN
mezinárodní/ADJ,vědeckovýrobní/ADJ,sdružení/NOUN
vzájemné/ADJ,hospodářské/ADJ,pomoci/NOUN
Středočeské/ADJ,dřevařské/ADJ,závody/NOUN
mléčné/ADJ,černostrakaté/ADJ,plemeno/NOUN
zajímavou/ADJ,družební/ADJ,smlouvu/NOUN
mezinárodního/ADJ,pionýrského/ADJ,tábora/NOUN
mladých/ADJ,perspektivních/ADJ,pracovníků/NOUN
dvoutýdenní/ADJ,pracovní/ADJ,brigády/NOUN
normálního/ADJ,pracovního/ADJ,procesu/NOUN
první/ADJ,pětičlenná/ADJ,skupina/NOUN
Třicetiletý/ADJ,ženatý/ADJ,kandidát/NOUN
bratrském/ADJ,sovětském/ADJ,závodě/NOUN
moderním/ADJ,automatickým/ADJ,strojem/NOUN
okresní/ADJ,Odborové/ADJ,radě/NOUN
celou/ADJ,předchozí/ADJ,historii/NOUN
ostatních/ADJ,nesocialistických/ADJ,zemích/NOUN
pravidelná/ADJ,vysoká/ADJ,tempa/NOUN
nový/ADJ,politický/ADJ,výraz/NOUN
Vyspělé/ADJ,kapitalistické/ADJ,země/NOUN
moderní/ADJ,buržoazní/ADJ,společnosti/NOUN
neodbytným/ADJ,průvodním/ADJ,jevem/NOUN
londýnských/ADJ,autobusových/ADJ,linek/NOUN
průmyslových/ADJ,japonských/ADJ,městech/NOUN
oficiální/ADJ,spolkové/ADJ,statistiky/NOUN
Maďarské/ADJ,kuchařské/ADJ,umění/NOUN
jiné/ADJ,evropské/ADJ,národy/NOUN
Pravý/ADJ,maďarský/ADJ,guláš/NOUN
pravé/ADJ,maďarské/ADJ,kombinace/NOUN
maďarském/ADJ,kuchařském/ADJ,umění/NOUN
báječná/ADJ,maďarská/ADJ,smetana/NOUN
jiná/ADJ,známá/ADJ,specialita/NOUN
mletým/ADJ,vepřovým/ADJ,masem/NOUN
Originální/ADJ,kološvárské/ADJ,zelí/NOUN
nejlepší/ADJ,maďarský/ADJ,kuchař/NOUN
výborné/ADJ,maďarské/ADJ,nočky/NOUN
nejlepších/ADJ,maďarských/ADJ,restauracích/NOUN
Barevné/ADJ,ledové/ADJ,kostky/NOUN
nepřímé/ADJ,tlumené/ADJ,světlo/NOUN
nehezké/ADJ,červené/ADJ,skvrny/NOUN
moderní/ADJ,výrobní/ADJ,technologie/NOUN
komplexních/ADJ,mechanizačních/ADJ,linek/NOUN
jisté/ADJ,specifické/ADJ,podmínky/NOUN
příměstských/ADJ,zelinářských/ADJ,podniků/NOUN
blízkých/ADJ,sídelních/ADJ,středisek/NOUN
vybrané/ADJ,zelinářské/ADJ,oblasti/NOUN
rozhodujících/ADJ,výrobních/ADJ,odvětví/NOUN
nynějšího/ADJ,zelinářského/ADJ,střediska/NOUN
jiných/ADJ,výrobních/ADJ,podniků/NOUN
další/ADJ,hospodářské/ADJ,činnosti/NOUN
běžných/ADJ,zemědělských/ADJ,plodin/NOUN
ucelené/ADJ,pěstební/ADJ,plochy/NOUN
kvalitní/ADJ,závlahové/ADJ,vody/NOUN
celková/ADJ,jednotící/ADJ,koncepce/NOUN
Výzkumném/ADJ,ústavu/NOUN,zelinářském/ADJ
stávající/ADJ,zasklenou/ADJ,plochu/NOUN
běžné/ADJ,polní/ADJ,mechanizace/NOUN
venkovních/ADJ,pěstebních/ADJ,ploch/NOUN
komplexní/ADJ,mechanizovaná/ADJ,linka/NOUN
kvalitní/ADJ,čerstvou/ADJ,zeleninou/NOUN
ranou/ADJ,polní/ADJ,výrobu/NOUN
průměrná/ADJ,zasklená/ADJ,plocha/NOUN
první/ADJ,specializovaný/ADJ,závod/NOUN
největší/ADJ,holandský/ADJ,závod/NOUN
vlastními/ADJ,dopravními/ADJ,prostředky/NOUN
Německé/ADJ,spolkové/ADJ,republiky/NOUN
dobré/ADJ,balíčkovací/ADJ,stroje/NOUN
Výzkumný/ADJ,ústav/NOUN,zelinářský/ADJ
