بخش‌های/NOUN,مهم/ADJ,دیگری/ADJ
دومین/ADJ,روزنامه/NOUN,پرمخاطب/ADJ
فضای/NOUN,ناامن/ADJ,سیاسی/ADJ
آثار/NOUN,تورمی/ADJ,مشهودی/ADJ
شب/NOUN,بهاری/ADJ,پرخروش/ADJ
کل/ADJ,بانک/NOUN,مرکزی/ADJ
وضعیت/NOUN,مادی/ADJ,مناسبی/ADJ
پنجمین/ADJ,شرکت/NOUN,بزرگ/ADJ
ایرانی/NOUN,بازگشتی/ADJ,دیگر/ADJ
مقاله/NOUN,علمی/ADJ,تحقیقاتی/ADJ
دستگاه/NOUN,تنفسی/ADJ,فوقانی/ADJ
کل/ADJ,اعتبارات/NOUN,هزینه‌شده/ADJ
آموزش/NOUN,فنی/ADJ,حرفه‌ای/ADJ
کل/ADJ,نفت/NOUN,تولیدی/ADJ
بذر/NOUN,وارداتی/ADJ,سوپرالیت/ADJ
بذر/NOUN,الیت/ADJ,مادری/ADJ
اول/ADJ,برنامه/NOUN,عمرانی/ADJ
فضای/NOUN,سبز/ADJ,درختی/ADJ
آب/NOUN,خام/ADJ,مستقل/ADJ
مشکلات/NOUN,عمده/ADJ,زیست‌محیطی/ADJ
جام/NOUN,موزون/ADJ,بلندی/ADJ
مجامع/NOUN,گوناگون/ADJ,علمی/ADJ
مهمترین/ADJ,اثر/NOUN,تألیفی/ADJ
تعهدات/NOUN,ریالی/ADJ,ارزی/ADJ
جوایز/NOUN,بزرگ/ADJ,بین‌المللی/ADJ
امارات/NOUN,عربی/ADJ,متحده/ADJ
چند/ADJ,روز/NOUN,گذشته/ADJ
عنکبوت/NOUN,غول‌پیکر/ADJ,پرنده‌خوار/ADJ
سیستم/NOUN,عصبی/ADJ,مرکزی/ADJ
کشورهای/NOUN,مصرف‌کننده/ADJ,صنعتی/ADJ
چند/ADJ,ماه/NOUN,گذشته/ADJ
نیروهای/NOUN,امدادگر/ADJ,تایوانی/ADJ
امارات/NOUN,عربی/ADJ,متحده/ADJ
نگاه/NOUN,اصلاح‌طلب/ADJ,واقعی/ADJ
رقبای/NOUN,سرسخت/ADJ,تجاری/ADJ
آخرین/ADJ,پژوهش‌های/NOUN,علمی/ADJ
سناریوی/NOUN,ساخته‌شده/ADJ,غربی/ADJ
مازاد/ADJ,درآمدهای/NOUN,نفتی/ADJ
ارزش/NOUN,افزودهٔ/ADJ,بالای/ADJ
ارزش/NOUN,افزوده/ADJ,بالایی/ADJ
چند/ADJ,سال/NOUN,آینده/ADJ
سنتهای/NOUN,نامتعارف/ADJ,اجتماعی/ADJ
کار/NOUN,سینمایی/ADJ,نوددقیقه‌ای/ADJ
برنامه‌های/NOUN,مختلف/ADJ,تلویزیونی/ADJ
چند/ADJ,قرن/NOUN,اخیر/ADJ
سریال/NOUN,تلویزیونی/ADJ,جذاب/ADJ
انگیزه‌های/NOUN,کوته‌بینانه/ADJ,سیاسی/ADJ
ادعاهای/NOUN,واهی/ADJ,مطرح‌شده/ADJ
رژیم/NOUN,غاصب/ADJ,صهیونیستی/ADJ
برنامه/NOUN,سوم/ADJ,پنجساله/ADJ
منافع/NOUN,حقیر/ADJ,سیاسی/ADJ
رده/NOUN,بالای/ADJ,ایرانی/ADJ
خانم‌های/NOUN,ایرانی/ADJ,شرکت‌کننده/ADJ
التقاطیون/NOUN,مارکسیست/ADJ,استالینیست/ADJ
نیروی/NOUN,عظیم/ADJ,ایداولوژیک/ADJ
پیام‌های/NOUN,تلفنی/ADJ,تنظیم‌شده/ADJ
روزنامه‌های/NOUN,عمده/ADJ,اصلاح‌طلب/ADJ
چهره‌های/NOUN,شاخص/ADJ,فرهنگی/ADJ
تاریخ/NOUN,طولانی/ADJ,چند‌هزار‌ساله/ADJ
غضنفر/NOUN,بی‌سواد/ADJ,داغول‌باز/ADJ
چند/ADJ,دور/NOUN,دیگر/ADJ
چند/ADJ,ماه/NOUN,دیگر/ADJ
فضای/NOUN,سنگین/ADJ,پراندوهی/ADJ
بنای/NOUN,آبی/ADJ,مرمت‌شده/ADJ
بناهای/NOUN,آبی/ADJ,دیر‌قدمت/ADJ
عملیات/NOUN,سنگی/ADJ,بالغ/ADJ
سومین/ADJ,جشنواره/NOUN,بین‌المللی/ADJ
رسالت/NOUN,خطیر/ADJ,حرفه‌ای/ADJ
صنایع/NOUN,دستی/ADJ,آسیایی/ADJ
چند/ADJ,تن/NOUN,دیگر/ADJ
سینماگران/NOUN,موفق/ADJ,ایرانی/ADJ
اثر/NOUN,مهره‌ای/ADJ,گلی/ADJ
اشیاء/NOUN,کوچک/ADJ,فلزی/ADJ
مهمترین/ADJ,آثار/NOUN,مکشوفه/ADJ
مقام/NOUN,پنجمی/ADJ,مشترک/ADJ
بزرگترین/ADJ,خانه/NOUN,سیار/ADJ
تومور/NOUN,مغزی/ADJ,سرطانی/ADJ
مواد/NOUN,مخدر/ADJ,مکشوفه/ADJ
تدابیر/NOUN,شدید/ADJ,امنیتی/ADJ
تلسکوپ/NOUN,مشابه/ADJ,دیگر/ADJ
کنفرانس/NOUN,بین‌المللی/ADJ,اخیر/ADJ
سیستم/NOUN,عصبی/ADJ,مرکزی/ADJ
بخش/NOUN,قضایی/ADJ,ویژه‌ای/ADJ
سال/NOUN,گذشته/ADJ,میلادی/ADJ
رژیم/NOUN,غذایی/ADJ,مناسب/ADJ
رژیم/NOUN,غذایی/ADJ,مناسب/ADJ
رژیم/NOUN,غذایی/ADJ,مناسب/ADJ
کود/NOUN,طبیعی/ADJ,خوشبو/ADJ
کود/NOUN,طبیعی/ADJ,خوشبو/ADJ
عوامل/NOUN,بیماری‌زای/ADJ,انسانی/ADJ
جنگ/NOUN,جهانی/ADJ,دوم/ADJ
هورمونهای/NOUN,زنانهٔ/ADJ,جایگزین/ADJ
غذای/NOUN,مغذی/ADJ,بیشتری/ADJ
مواد/NOUN,مغذی/ADJ,انرژی‌زایی/ADJ
منبع/NOUN,جانوری/ADJ,خاصی/ADJ
اثرات/NOUN,اجتماعی/ADJ,بسیار/ADJ
بیماری‌های/NOUN,واگیردار/ADJ,مشابهی/ADJ
بیماری/NOUN,ویروسی/ADJ,مغزی/ADJ
رژیم‌های/NOUN,درمانی/ADJ,متفاوتی/ADJ
گروه‌های/NOUN,قومی/ADJ,مختلف/ADJ
جوان/NOUN,تازه‌داماد/ADJ,دیگر/ADJ
انقلاب/NOUN,شکوهمند/ADJ,اسلامی/ADJ
هنرمند/NOUN,سرشناس/ADJ,ایرانی/ADJ
رشته‌های/NOUN,گوناگون/ADJ,هنری/ADJ
رشته‌های/NOUN,مختلف/ADJ,علمی/ADJ
اعتبار/NOUN,ارزی/ADJ,اختصاصی/ADJ
شرکتهای/NOUN,عمومی/ADJ,غیردولتی/ADJ
درآمد/NOUN,ارزی/ADJ,سالانه/ADJ
قطارهای/NOUN,برنامه‌ای/ADJ,کانتینری/ADJ
بخش/NOUN,مسافری/ADJ,برون‌مرزی/ADJ
چهره/NOUN,سیاسی/ADJ,اصولگرا/ADJ
جریان/NOUN,راست/ADJ,حاکم/ADJ
جنگ/NOUN,روانی/ADJ,رسانه‌ای/ADJ
نخستین/ADJ,کارگاه/NOUN,آموزشی/ADJ
روشهای/NOUN,تحقیقاتی/ADJ,علمی/ADJ
بنای/NOUN,ارزشمند/ADJ,تاریخی/ADJ
واحدهای/NOUN,آموزشی/ADJ,فوق/ADJ
مواد/NOUN,شیمیایی/ADJ,مخصوص/ADJ
ادوار/NOUN,مختلف/ADJ,تاریخی/ADJ
کارگردان/NOUN,مشهور/ADJ,چینی/ADJ
پنجاهمین/ADJ,جشنواره/NOUN,بین‌المللی/ADJ
بهترین/ADJ,جایزه/NOUN,فنی/ADJ
مهمترین/ADJ,فعالیت‌های/NOUN,سینمایی/ADJ
هنرپیشه/NOUN,معروف/ADJ,فرانسوی/ADJ
موج/NOUN,جدید/ADJ,تبلیغاتی/ADJ
فضای/NOUN,سنگین/ADJ,آزار‌دهندهٔ/ADJ
انسان/NOUN,کامل/ADJ,وارسته‌ای/ADJ
انقلاب/NOUN,شکوهمند/ADJ,اسلامی/ADJ
شئونات/NOUN,کامل/ADJ,اسلامی/ADJ
شرایط/NOUN,نامساعد/ADJ,جوی/ADJ
ششمین/ADJ,قله/NOUN,مرتفع/ADJ
کوه/NOUN,یخی/ADJ,شناور/ADJ
نخستین/ADJ,شبکه/NOUN,دیجیتالی/ADJ
آنتن‌های/NOUN,بشقابی/ADJ,ماهواره‌ای/ADJ
داروی/NOUN,جدید/ADJ,گشاد‌کننده/ADJ
مواد/NOUN,غذایی/ADJ,دارویی/ADJ
کل/ADJ,دستمزدهای/NOUN,پرداخت‌نشده/ADJ
ستاد/NOUN,مشترک/ADJ,سابق/ADJ
دوره/NOUN,چهارساله/ADJ,اخیر/ADJ
کشورهای/NOUN,مختلف/ADJ,آمریکایی/ADJ
ماه/NOUN,جاری/ADJ,میلادی/ADJ
ششمین/ADJ,قله/NOUN,مرتفع/ADJ
چند/ADJ,بیمار/NOUN,آمریکایی/ADJ
داروهای/NOUN,سمی/ADJ,تزریقی/ADJ
مواد/NOUN,مخدر/ADJ,کشف‌شده/ADJ
قلب/NOUN,باز/ADJ,سنتی/ADJ
شرکت/NOUN,هوایی/ADJ,آمریکایی/ADJ
شرکت‌های/NOUN,بزرگ/ADJ,هوایی/ADJ
شرکت/NOUN,دیگر/ADJ,هوایی/ADJ
شرکت‌های/NOUN,هوایی/ADJ,مهم/ADJ
ارزهای/NOUN,قدرتمند/ADJ,خارجی/ADJ
فضای/NOUN,سبز/ADJ,طبیعی/ADJ
شبکه/NOUN,جهانی/ADJ,تلویزیونی/ADJ
بیماری/NOUN,پوستی/ADJ,شایع/ADJ
آخرین/ADJ,تجهیزات/NOUN,تحقیقاتی/ADJ
غذاهای/NOUN,خوشمزه/ADJ,ایرانی/ADJ
اوضاع/NOUN,پرتنش/ADJ,سیاسی/ADJ
مألفه‌های/NOUN,معرفتی/ADJ,ویژه/ADJ
سکولاریزم/NOUN,صرف/ADJ,غربی/ADJ
موضعگیریهای/NOUN,روزمره/ADJ,سیاسی/ADJ
گروههای/NOUN,سیاسی/ADJ,داخلی/ADJ
رژیم/NOUN,توحیدی/ADJ,اسلامی/ADJ
رژیم‌های/NOUN,اسلامی/ADJ,دیگر/ADJ
مراکز/NOUN,پستی/ADJ,تعیین‌شده/ADJ
دانشجویان/NOUN,آزاد/ADJ,فاقد/ADJ
زن/NOUN,اصیل/ADJ,نجیب/ADJ
خصال/NOUN,اخلاقی/ADJ,والا/ADJ
شخصیت/NOUN,در‌هم‌تنیدهٔ/ADJ,عظیم/ADJ
شخصیت/NOUN,انسانیِ/ADJ,عزیز/ADJ
محیط/NOUN,فاسد/ADJ,اخلاقی/ADJ
سال/NOUN,هشتم/ADJ,هجری/ADJ
بنای/NOUN,مستحکم/ADJ,خدایی/ADJ
رژیم/NOUN,شرقیِ/ADJ,کمونیستی/ADJ
فعالیتهای/NOUN,گوناگون/ADJ,اجتماعی/ADJ
نویسندهٔ/NOUN,مسلمانِ/ADJ,متعصب/ADJ
شیوه‌های/NOUN,تبلیغاتیِ/ADJ,مدرن/ADJ
کل/ADJ,امور/NOUN,فرهنگی/ADJ
شبکه/NOUN,جهانی/ADJ,تلویزیونی/ADJ
اولین/ADJ,بمب/NOUN,اتمی/ADJ
چند/ADJ,سیاستمدار/NOUN,پاکستانی/ADJ
ماده/NOUN,شیمیایی/ADJ,مخصوص/ADJ
ژن‌های/NOUN,اصلی/ADJ,تنظیم‌کننده/ADJ
بیماریهای/NOUN,قلبی/ADJ,عروقی/ADJ
بیماریهای/NOUN,مزمن/ADJ,ریوی/ADJ
عفونت/NOUN,حاد/ADJ,ریوی/ADJ
عامل/NOUN,تحریک‌کننده/ADJ,شناخته‌شده/ADJ
مسیرهای/NOUN,هوایی/ADJ,باریک‌تر/ADJ
پزشک/NOUN,متخصص/ADJ,انگلیسی/ADJ
خلقیات/NOUN,اسلامی/ADJ,پسندیده/ADJ
فقیه/NOUN,عادلِ/ADJ,زمان‌شناسی/ADJ
گروهکهای/NOUN,سیاسی/ADJ,دیگری/ADJ
گروههای/NOUN,سیاسی/ADJ,ملی‌گرای/ADJ
دیدگاه‌های/NOUN,محکم/ADJ,توحیدی/ADJ
معاینات/NOUN,پزشکی/ADJ,قلبی/ADJ
اشتباهات/NOUN,فاحش/ADJ,گذشته/ADJ
فضای/NOUN,سیاسی/ADJ,اجتماعی/ADJ
صحنهٔ/NOUN,سیاسی/ADJ,فرهنگی/ADJ
سازمانهای/NOUN,مختلف/ADJ,دیگر/ADJ
جریانات/NOUN,اجتماعی/ADJ,جعلی/ADJ
چهره/NOUN,سیاسی/ADJ,محبوب/ADJ
چهره/NOUN,سیاسی/ADJ,محبوب/ADJ
تهاجم/NOUN,تبلیغاتی/ADJ,شدید/ADJ
مشاور/NOUN,سیاسی/ADJ,کنونی/ADJ
تبلیغات/NOUN,هماهنگ/ADJ,یادشده/ADJ
جناح‌های/NOUN,سیاسی/ADJ,موجود/ADJ
تنها/ADJ,راه/NOUN,باقی‌مانده/ADJ
گروههای/NOUN,سیاسی/ADJ,فعال/ADJ
چند/ADJ,روز/NOUN,دیگر/ADJ
سازمان/NOUN,پژوهشی/ADJ,غیردولتی/ADJ
آرشیو/NOUN,ملی/ADJ,امنیتی/ADJ
تنها/ADJ,بخش/NOUN,کوچکی/ADJ
آرشیو/NOUN,ملی/ADJ,امنیتی/ADJ
مؤسسه/NOUN,غیردولتی/ADJ,متشکل/ADJ
سؤالات/NOUN,بسیار/ADJ,دیگری/ADJ
فیلمساز/NOUN,جوان/ADJ,ایرانی/ADJ
کل/ADJ,تسهیلات/NOUN,پرداختی/ADJ
قله‌های/NOUN,شامخ/ADJ,دیگری/ADJ
مسائل/NOUN,عقلی/ADJ,صرف/ADJ
مقام/NOUN,اجتماعی/ADJ,بلندی/ADJ
قریحه/NOUN,شعری/ADJ,نبوغ‌آمیز/ADJ
نابغه/NOUN,ادبی/ADJ,پر‌قدرتی/ADJ
جراح/NOUN,معروف/ADJ,ایرانی/ADJ
تکواندوکار/NOUN,جوان/ADJ,ایرانی/ADJ
اتفاق/NOUN,محتمل/ADJ,دیگر/ADJ
گروه‌های/NOUN,سیاسی/ADJ,فعال/ADJ
چند/ADJ,روز/NOUN,گذشته/ADJ
جاسوسان/NOUN,خائن/ADJ,صهیونیستی/ADJ
اهداف/NOUN,زودگذر/ADJ,سیاسی/ADJ
در/NOUN,بزرگ/ADJ,ماشین‌رو/ADJ
رژیم‌های/NOUN,غذایی/ADJ,بهینه‌ساز/ADJ
گروه‌های/NOUN,راست/ADJ,افراطی/ADJ
روش/NOUN,جدید/ADJ,درمانی/ADJ
ماده/NOUN,شیمیایی/ADJ,خاصی/ADJ
فن‌آوریهای/NOUN,علمی/ADJ,کنونی/ADJ
محصولات/NOUN,مدرن/ADJ,کنونی/ADJ
عملیات/NOUN,بین‌المللی/ADJ,جنایی/ADJ
مقر/NOUN,دائم/ADJ,عملیاتی/ADJ
گروههای/NOUN,جنایتکار/ADJ,سازمان‌یافته/ADJ
دودکش/NOUN,سیاه/ADJ,جدید/ADJ
مواد/NOUN,آلاینده/ADJ,شیمیایی/ADJ
بیماریهای/NOUN,قلبی/ADJ,عروقی/ADJ
چند/ADJ,سال/NOUN,اخیر/ADJ
بده/NOUN,متوسط/ADJ,سالیانه/ADJ
دوست/NOUN,ناشناس/ADJ,دیگری/ADJ
خان/NOUN,ریگی/ADJ,بلوچ/ADJ
جنگ/NOUN,بین‌الملل/ADJ,دوم/ADJ
لهجه/NOUN,غلیظ/ADJ,یزدی/ADJ
جلسه/NOUN,ادبی/ADJ,هفتگی/ADJ
ستونهای/NOUN,تنگ/ADJ,تنک/ADJ
چشمان/NOUN,تیزبین/ADJ,غیرمسلح/ADJ
چندین/ADJ,روز/NOUN,متوالی/ADJ
شهردار/NOUN,کم‌نظیر/ADJ,سابق/ADJ
آدم/NOUN,نان‌شناس/ADJ,حق‌شناس/ADJ
غذاهای/NOUN,خوشمزه/ADJ,ایرانی/ADJ
تحولات/NOUN,فرهنگی/ADJ,اجتماعی/ADJ
چند/ADJ,نفر/NOUN,دیگر/ADJ
شمشیر/NOUN,برهنه/ADJ,چرخان/ADJ
چند/ADJ,جمله/NOUN,کلی/ADJ
مسئولان/NOUN,عالی/ADJ,قضایی/ADJ
دستگاه/NOUN,قضایی/ADJ,کارآمد/ADJ
گل‌میخ‌های/NOUN,لعابدار/ADJ,تزئینی/ADJ
فیلم/NOUN,کوتاه/ADJ,ایرانی/ADJ
معتبرترین/ADJ,جشنواره‌های/NOUN,جهانی/ADJ
عرصه‌های/NOUN,شیبدار/ADJ,جنگلی/ADJ
عرصه/NOUN,شیبدار/ADJ,جنگلی/ADJ
آخرین/ADJ,دستاوردهای/NOUN,علمی/ADJ
هنرپیشگان/NOUN,متفاوت/ADJ,آمریکایی/ADJ
دیگر/ADJ,شمشیرباز/NOUN,ایرانی/ADJ
تحول/NOUN,عمیق/ADJ,اجتماعی/ADJ
بزرگترین/ADJ,پیروزی/NOUN,سیاسی/ADJ
چند/ADJ,هفته/NOUN,اخیر/ADJ
شخصیت‌های/NOUN,سیاسی/ADJ,پرسابقه/ADJ
جریان/NOUN,سیاسی/ADJ,مقابل/ADJ
جناح/NOUN,عمدهٔ/ADJ,سیاسی/ADJ
معمای/NOUN,پیچیده/ADJ,پلیسی/ADJ
قرن/NOUN,هفدهم/ADJ,میلادی/ADJ
ریاضی‌دان/NOUN,بزرگ/ADJ,دیگری/ADJ
اسلاف/NOUN,لاتینی‌نویس/ADJ,اروپایی/ADJ
ریاضی‌دان/NOUN,بزرگ/ADJ,نیشابوری/ADJ
قرن/NOUN,هفدهم/ADJ,میلادی/ADJ
ریاضی‌دان/NOUN,بزرگ/ADJ,فرانسوی/ADJ
قرن/NOUN,نوزدهم/ADJ,میلادی/ADJ
بهترین/ADJ,چاپ/NOUN,موجود/ADJ
چاپ/NOUN,انتقادی/ADJ,واقعی/ADJ
مکتب/NOUN,فلسفی/ADJ,خاصی/ADJ
منجم/NOUN,مشهور/ADJ,ایرانی/ADJ
ظروف/NOUN,فلزی/ADJ,برخوردار/ADJ
مجموعه/NOUN,عظیم/ADJ,گیاهی/ADJ
باغ/NOUN,عظیم/ADJ,گلخانه‌مانند/ADJ
باغ/NOUN,عظیم/ADJ,جالب/ADJ
رژیم/NOUN,غذایی/ADJ,نادرست/ADJ
اولین/ADJ,آتشفشان/NOUN,فعال/ADJ
سکته/NOUN,اول/ADJ,قلبی/ADJ
سکته/NOUN,مجدد/ADJ,قلبی/ADJ
سکته/NOUN,قلبی/ADJ,مجدد/ADJ
سکته/NOUN,قلبی/ADJ,مجدد/ADJ
غده‌های/NOUN,ترشحی/ADJ,رشد‌دهنده/ADJ
تحقیقات/NOUN,ارزندهٔ/ADJ,ادبی/ADJ
چهرهٔ/NOUN,برجستهٔ/ADJ,ادبی/ADJ
محقق/NOUN,نامدار/ADJ,ایرانی/ADJ
منبع/NOUN,مهم/ADJ,دیگر/ADJ
چندین/ADJ,نسخهٔ/NOUN,خطی/ADJ
چندین/ADJ,شاعر/NOUN,ادیب/ADJ
محقق/NOUN,هندشناس/ADJ,برجسته‌ای/ADJ
نقاط/NOUN,دیگر/ADJ,فارسی‌زبان/ADJ
بهترین/ADJ,اثر/NOUN,حاضر/ADJ
کمکهای/NOUN,فنی/ADJ,بیشتری/ADJ
کنوانسیون‌های/NOUN,مختلف/ADJ,هسته‌ای/ADJ
مراجع/NOUN,ذیربط/ADJ,داخلی/ADJ
الگوی/NOUN,غذایی/ADJ,نامناسب/ADJ
برنامه‌های/NOUN,معقول/ADJ,اجتماعی/ADJ
مقطع/NOUN,زمانی/ADJ,خاص/ADJ
چند/ADJ,جای/NOUN,مختلف/ADJ
تحقیق/NOUN,اجتماعی/ADJ,موفق/ADJ
جالب/ADJ,توجه/NOUN,دیگر/ADJ
زمینه‌یابی/NOUN,تصادفی/ADJ,دیگری/ADJ
عمومی‌ترین/ADJ,برنامه‌های/NOUN,مذهبی/ADJ
شبکه‌های/NOUN,مذهبی/ADJ,خاصی/ADJ
اهداف/NOUN,تاییدشده/ADJ,دیگر/ADJ
فرقه/NOUN,دینی/ADJ,خاصی/ADJ
تبلیغات/NOUN,تجاری/ADJ,تلویزیونی/ADJ
حساسیت‌های/NOUN,دینی/ADJ,خاص/ADJ
سنتهای/NOUN,اصلی/ADJ,دینی/ADJ
نگاه/NOUN,تازه/ADJ,اجتماعی/ADJ
