prova/NOUN,desportiva/ADJ,nacional/ADJ
actividade/NOUN,cultural/ADJ,interessante/ADJ
economia/NOUN,europeia/ADJ,pós-GATT/ADJ
Cimeira/NOUN,sindical/ADJ,ibérica/ADJ
cimeira/NOUN,sindical/ADJ,ibérica/ADJ
nova/ADJ,conferência/NOUN,intergovernamental/ADJ
inevitável/ADJ,envelhecimento/NOUN,progressivo/ADJ
numerosos/ADJ,pequenos/ADJ,investidores/NOUN
televisões/NOUN,públicas/ADJ,europeias/ADJ
velha/ADJ,disputa/NOUN,fronteiriça/ADJ
função/NOUN,pública/ADJ,francesa/ADJ
verdadeira/ADJ,federação/NOUN,europeia/ADJ
boa/ADJ,maneira/NOUN,tradicional/ADJ
respectivos/ADJ,novos/ADJ,vídeos/NOUN
genuína/ADJ,música/NOUN,popular/ADJ
actual/ADJ,gestão/NOUN,autárquica/ADJ
últimos/ADJ,nomes/NOUN,carismáticos/ADJ
terceira/ADJ,visita/NOUN,oficial/ADJ
constituição/NOUN,fisiológica/ADJ,ideal/ADJ
novas/ADJ,campeãs/NOUN,chinesas/ADJ
nova/ADJ,ofensiva/NOUN,azerbaijana/ADJ
primeiro/ADJ,herói/NOUN,nacional/ADJ
meios/ADJ,financeiros/NOUN,próprios/ADJ
saúde/NOUN,financeira/ADJ,federal/ADJ
primeiro/ADJ,grande/ADJ,instrumento/NOUN
pequenos/ADJ,grupos/NOUN,iniciais/ADJ
música/NOUN,portuguesa/ADJ,actual/ADJ
dança/NOUN,clássica/ADJ,indiana/ADJ
constante/ADJ,rotação/NOUN,defensiva/ADJ
melhor/ADJ,série/NOUN,vitoriosa/ADJ
seleccionador/NOUN,nacional/ADJ,italiano/ADJ
dívida/NOUN,pública/ADJ,nacional/ADJ
investimento/NOUN,directo/ADJ,português/ADJ
investimento/NOUN,líquido/ADJ,nacional/ADJ
Roda/NOUN,sobressalente/ADJ,fina/ADJ
próximas/ADJ,eleições/NOUN,autárquicas/ADJ
novo/ADJ,desaire/NOUN,eleitoral/ADJ
serviços/NOUN,secretos/ADJ,americanos/ADJ
vias/NOUN,respiratórias/ADJ,superiores/ADJ
novas/ADJ,linhas/NOUN,directivas/ADJ
mesmo/ADJ,número/NOUN,anual/ADJ
últimas/ADJ,eleições/NOUN,presidenciais/ADJ
novo/ADJ,sistema/NOUN,retributivo/ADJ
própria/ADJ,sobrevivência/NOUN,política/ADJ
opção/NOUN,política/ADJ,similar/ADJ
próximas/ADJ,eleições/NOUN,presidenciais/ADJ
novas/ADJ,ofensivas/NOUN,militares/ADJ
espectacular/ADJ,ouvido/NOUN,musical/ADJ
jovens/ADJ,soldados/NOUN,Khmer/ADJ
maiores/ADJ,centros/NOUN,populacionais/ADJ
maiores/ADJ,nós/NOUN,rodoviários/ADJ
política/NOUN,interna/ADJ,comunitária/ADJ
serviços/NOUN,secretos/ADJ,romenos/ADJ
grandes/ADJ,festivais/NOUN,internacionais/ADJ
linha/NOUN,estética/ADJ,única/ADJ
próprio/ADJ,processo/NOUN,fotográfico/ADJ
nova/ADJ,unidade/NOUN,fabril/ADJ
comunidade/NOUN,imigrante/ADJ,africana/ADJ
presença/NOUN,multissecular/ADJ,africana/ADJ
excessivas/ADJ,conotações/NOUN,técnicas/ADJ
bons/ADJ,resultados/NOUN,individuais/ADJ
mercado/NOUN,monetário/ADJ,interbancário/ADJ
quadro/NOUN,político/ADJ,actual/ADJ
relações/NOUN,amorosas/ADJ,ilícitas/ADJ
pequena/ADJ,coluna/NOUN,expedicionária/ADJ
país/NOUN,árabe/ADJ,sunita/ADJ
suficiente/ADJ,matéria/NOUN,legal/ADJ
internacionalização/NOUN,artística/ADJ,actual/ADJ
objecto/NOUN,artístico/ADJ,contemporâneo/ADJ
experiência/NOUN,histórica/ADJ,universal/ADJ
perigosas/ADJ,ideias/NOUN,anti-americanas/ADJ
vida/NOUN,cultural/ADJ,portuguesa/ADJ
novo/ADJ,provincial/NOUN,português/ADJ
indispensável/ADJ,prazer/NOUN,parisiense/ADJ
melhores/ADJ,seres/NOUN,humanos/ADJ
obstrução/NOUN,respiratória/ADJ,completa/ADJ
hemorragia/NOUN,intra-abdominal/ADJ,contínua/ADJ
desastroso/ADJ,ataque/NOUN,policial/ADJ
líderes/NOUN,partidários/ADJ,pró-referendo/ADJ
menor/ADJ,preparação/NOUN,técnico-científica/ADJ
sistemas/NOUN,políticos/ADJ,vigentes/ADJ
antigos/ADJ,soldados/NOUN,ruandeses/ADJ
amplo/ADJ,consenso/NOUN,democrático/ADJ
novo/ADJ,aumento/NOUN,salarial/ADJ
adequado/ADJ,ordenamento/NOUN,cinegético/ADJ
espécie/NOUN,rara/ADJ,morta/ADJ
software/NOUN,preservativo/ADJ,antieuropeu/ADJ
chamados/ADJ,gémeos/NOUN,falsos/ADJ
mesma/ADJ,turma/NOUN,escolar/ADJ
única/ADJ,porta-voz/NOUN,vocal/ADJ
pequenas/ADJ,intervenções/NOUN,cirúrgicas/ADJ
restantes/ADJ,concentrações/NOUN,urbanas/ADJ
segundo/ADJ,centro/NOUN,populacional/ADJ
mercado/NOUN,accionista/ADJ,nacional/ADJ
segundo/ADJ,cartão/NOUN,amarelo/ADJ
grandes/ADJ,estúdios/NOUN,norte-americanos/ADJ
principais/ADJ,distribuidoras/NOUN,nacionais/ADJ
grande/ADJ,cultura/NOUN,própria/ADJ
comentadores/NOUN,políticos/ADJ,conservadores/ADJ
diminuições/NOUN,patrimoniais/ADJ,futuras/ADJ
actual/ADJ,ordem/NOUN,mundial/ADJ
resultados/NOUN,operacionais/ADJ,consolidados/ADJ
pequenas/ADJ,partículas/NOUN,metálicas/ADJ
inequívoca/ADJ,qualidade/NOUN,ambiental/ADJ
cultura/NOUN,musical/ADJ,regional/ADJ
imprensa/NOUN,popular/ADJ,britânica/ADJ
triplo/ADJ,erro/NOUN,governamental/ADJ
justiça/NOUN,militar/ADJ,italiana/ADJ
plena/ADJ,catástrofe/NOUN,tchetchena/ADJ
construtor/NOUN,automobilístico/ADJ,alemão/ADJ
jornal/NOUN,popular/ADJ,alemão/ADJ
comissão/NOUN,política/ADJ,distrital/ADJ
verdadeira/ADJ,dissertação/NOUN,filosófica/ADJ
produção/NOUN,suíça/ADJ,recente/ADJ
primeira/ADJ,retrospectiva/NOUN,integral/ADJ
melhor/ADJ,encaixe/NOUN,financeiro/ADJ
pequenas/ADJ,bombas/NOUN,nucleares/ADJ
futuro/ADJ,sismo/NOUN,natural/ADJ
maior/ADJ,cidade/NOUN,turca/ADJ
famosa/ADJ,nota/NOUN,vermelha/ADJ
mercado/NOUN,livre/ADJ,camponês/ADJ
bairro/NOUN,residencial/ADJ,lisboeta/ADJ
novas/ADJ,propostas/NOUN,comerciais/ADJ
nova/ADJ,empresa/NOUN,portuguesa/ADJ
companhia/NOUN,telefónica/ADJ,japonesa/ADJ
maior/ADJ,certame/NOUN,actual/ADJ
único/ADJ,dirigente/NOUN,presente/ADJ
escândalo/NOUN,financeiro/ADJ,gravíssimo/ADJ
missão/NOUN,governamental/ADJ,angolana/ADJ
aparente/ADJ,sucesso/NOUN,inicial/ADJ
principais/ADJ,pontos/NOUN,litigiosos/ADJ
novo/ADJ,programa/NOUN,jornalístico/ADJ
sexto/ADJ,mandato/NOUN,consecutivo/ADJ
primeiro/ADJ,grande/ADJ,atleta/NOUN
amplo/ADJ,efeito/NOUN,negativo/ADJ
primeira/ADJ,missão/NOUN,lunar/ADJ
primeiras/ADJ,operações/NOUN,espacais/ADJ
movimento/NOUN,nacionalista/ADJ,independente/ADJ
novo/ADJ,pacto/NOUN,internacional/ADJ
zona/NOUN,económica/ADJ,exclusiva/ADJ
soberbas/ADJ,trilhas/NOUN,sonoras/ADJ
possível/ADJ,novo/ADJ,Nirvana/NOUN
grande/ADJ,seção/NOUN,rítmica/ADJ
eleição/NOUN,presidencial/ADJ,brasileira/ADJ
pretensa/ADJ,especificidade/NOUN,brasileira/ADJ
estabilidade/NOUN,econômica/ADJ,consistente/ADJ
novo/ADJ,repórter/NOUN,especial/ADJ
inúmeras/ADJ,citações/NOUN,literais/ADJ
eventual/ADJ,aumento/NOUN,irresponsável/ADJ
vigorosa/ADJ,história/NOUN,mexicana/ADJ
modelo/NOUN,acionário/ADJ,flexível/ADJ
evidentes/ADJ,objetivos/NOUN,eleitorais/ADJ
mesmo/ADJ,grupo/NOUN,neoconservador/ADJ
principal/ADJ,acontecimento/NOUN,mundial/ADJ
maior/ADJ,tradição/NOUN,democrática/ADJ
2ª/ADJ,maior/ADJ,rede/NOUN
grande/ADJ,organização/NOUN,criminosa/ADJ
ambiente/NOUN,internacional/ADJ,competitivo/ADJ
dificuldades/NOUN,operacionais/ADJ,insuperáveis/ADJ
urgente/ADJ,reforma/NOUN,constitucional/ADJ
futura/ADJ,aliança/NOUN,eleitoral/ADJ
Querido/ADJ,Água/NOUN,Corrente/ADJ
rígido/ADJ,controle/NOUN,monetário/ADJ
horário/NOUN,eleitoral/ADJ,gratuito/ADJ
primeiro/ADJ,dia/NOUN,útil/ADJ
principal/ADJ,objetivo/NOUN,norte-americano/ADJ
rigor/NOUN,formal/ADJ,racional/ADJ
mesmos/ADJ,índices/NOUN,favoráveis/ADJ
único/ADJ,volante/NOUN,típico/ADJ
classes/NOUN,médias/ADJ,ocidentais/ADJ
forte/ADJ,predisposição/NOUN,cultural/ADJ
frágil/ADJ,autonomia/NOUN,palestiniana/ADJ
suprema/ADJ,virtude/NOUN,nacional/ADJ
conceituado/ADJ,colégio/NOUN,privado/ADJ
aliança/NOUN,militar/ADJ,pró-URSS/ADJ
maiores/ADJ,municípios/NOUN,brasileiros/ADJ
últimas/ADJ,declarações/NOUN,públicas/ADJ
menor/ADJ,tempo/NOUN,possível/ADJ
abertura/NOUN,comercial/ADJ,indiscriminada/ADJ
especificações/NOUN,técnicas/ADJ,peculiares/ADJ
única/ADJ,volta/NOUN,rápida/ADJ
novo/ADJ,mapa/NOUN,territorial/ADJ
eventuais/ADJ,ataques/NOUN,terroristas/ADJ
pequeno/ADJ,círculo/NOUN,íntimo/ADJ
elite/NOUN,cosmopolita/ADJ,brasileira/ADJ
corrupção/NOUN,institucional/ADJ,brasileira/ADJ
seres/NOUN,noturnos/ADJ,paulistanos/ADJ
investigação/NOUN,judicial/ADJ,eleitoral/ADJ
deficientes/ADJ,condições/NOUN,físicas/ADJ
economia/NOUN,inflacionária/ADJ,brasileira/ADJ
desequilíbrio/NOUN,potencial/ADJ,permanente/ADJ
praças/NOUN,financeiras/ADJ,internacionais/ADJ
práticas/NOUN,legais/ADJ,islâmicas/ADJ
última/ADJ,performance/NOUN,carioca/ADJ
maiores/ADJ,estrelas/NOUN,tricolores/ADJ
mesmo/ADJ,piso/NOUN,salarial/ADJ
maior/ADJ,epopéia/NOUN,portuguesa/ADJ
nova/ADJ,lei/NOUN,orgânica/ADJ
relações/NOUN,financeiras/ADJ,internacionais/ADJ
horário/NOUN,eleitoral/ADJ,gratuito/ADJ
cenário/NOUN,atual/ADJ,mundial/ADJ
nova/ADJ,escalada/NOUN,obscurantista/ADJ
política/NOUN,econômica/ADJ,neoliberal/ADJ
2ª/ADJ,vitória/NOUN,consecutiva/ADJ
sexto/ADJ,mandato/NOUN,consecutivo/ADJ
novo/ADJ,plano/NOUN,econômico/ADJ
novo/ADJ,recorde/NOUN,nacional/ADJ
mesmo/ADJ,espalhafato/NOUN,mediático/ADJ
respectivo/ADJ,departamento/NOUN,médico/ADJ
poluição/NOUN,orgânica/ADJ,diária/ADJ
enorme/ADJ,vantagem/NOUN,palmeirense/ADJ
primeiro/ADJ,palhaço/NOUN,brasileiro/ADJ
música/NOUN,noturna/ADJ,bartokiana/ADJ
terceira/ADJ,linha/NOUN,especial/ADJ
última/ADJ,medida/NOUN,provisória/ADJ
terceira/ADJ,onda/NOUN,gay/ADJ
principais/ADJ,empresas/NOUN,brasileiras/ADJ
primeiro/ADJ,produtor/NOUN,independente/ADJ
dívida/NOUN,pública/ADJ,estadual/ADJ
forte/ADJ,expansão/NOUN,econômica/ADJ
possível/ADJ,tentativa/NOUN,tucana/ADJ
resultados/NOUN,políticos/ADJ,imediatos/ADJ
grupo/NOUN,radical/ADJ,islâmico/ADJ
Estado/NOUN,Islâmico/ADJ,fundamentalista/ADJ
mercado/NOUN,acionário/ADJ,brasileiro/ADJ
grande/ADJ,legenda/NOUN,social-democrata/ADJ
tratamentos/NOUN,psiquiátricos/ADJ,contemporâneos/ADJ
maior/ADJ,partido/NOUN,conservador/ADJ
maior/ADJ,produção/NOUN,industrial/ADJ
oliva/NOUN,extra/ADJ,virgem/ADJ
companhia/NOUN,aérea/ADJ,internacional/ADJ
mesma/ADJ,base/NOUN,territorial/ADJ
devido/ADJ,processo/NOUN,legal/ADJ
principais/ADJ,partidos/NOUN,austríacos/ADJ
imprensa/NOUN,diária/ADJ,portuguesa/ADJ
principais/ADJ,fontes/NOUN,poluidores/ADJ
famosos/ADJ,bivalves/NOUN,negros/ADJ
complicados/ADJ,processos/NOUN,burocráticos/ADJ
novo/ADJ,parque/NOUN,urbano/ADJ
presente/ADJ,mandato/NOUN,autárquico/ADJ
estruturas/NOUN,associativas/ADJ,europeias/ADJ
primeira/ADJ,grande/ADJ,guerra/NOUN
primeiro/ADJ,álbum/NOUN,mesmo/ADJ
pequena/ADJ,obra/NOUN,prima/ADJ
restantes/ADJ,ex-repúblicas/NOUN,soviéticas/ADJ
principal/ADJ,parceiro/NOUN,comercial/ADJ
chamada/ADJ,segunda/ADJ,tela/NOUN
jovens/ADJ,lideranças/NOUN,empresariais/ADJ
explosão/NOUN,cósmica/ADJ,inicial/ADJ
produto/NOUN,interno/ADJ,bruto/ADJ
incontáveis/ADJ,gotinhas/NOUN,prateadas/ADJ
direitos/NOUN,trabalhistas/ADJ,básicos/ADJ
processo/NOUN,seletivo/ADJ,simplificado/ADJ
grandes/ADJ,complexos/NOUN,comerciais/ADJ
única/ADJ,coisa/NOUN,boa/ADJ
bom/ADJ,proveito/NOUN,político/ADJ
política/NOUN,externa/ADJ,americana/ADJ
planta/NOUN,irregular/ADJ,orgânica/ADJ
conseqüente/ADJ,reações/NOUN,químicas/ADJ
ser/NOUN,humano/ADJ,extraordinário/ADJ
dados/NOUN,comerciais/ADJ,preocupantes/ADJ
poderoso/ADJ,ataque/NOUN,terrestre/ADJ
comissão/NOUN,técnica/ADJ,russa/ADJ
breves/ADJ,concertos/NOUN,promocionais/ADJ
primeira/ADJ,fase/NOUN,irrepreensível/ADJ
prisões/NOUN,secretas/ADJ,norte/ADJ
ordenamento/NOUN,jurídico/ADJ,pátrio/ADJ
lente/NOUN,esférica/ADJ,convergente/ADJ
ácidos/NOUN,ftálicos/ADJ,isoméricos/ADJ
quarta/ADJ,vitória/NOUN,consecutiva/ADJ
grande/ADJ,lagoa/NOUN,costeira/ADJ
bom/ADJ,resultados/NOUN,financeiros/ADJ
pior/ADJ,desastre/NOUN,ferroviário/ADJ
carro/NOUN,familiar/ADJ,pequeno/ADJ
maior/ADJ,rede/NOUN,mundial/ADJ
forte/ADJ,inclinação/NOUN,política/ADJ
grande/ADJ,festa/NOUN,inaugural/ADJ
novo/ADJ,campeão/NOUN,mundial/ADJ
sistema/NOUN,político/ADJ,interno/ADJ
processo/NOUN,judicial/ADJ,pendentes/ADJ
historiador/NOUN,social/ADJ,britânico/ADJ
novo/ADJ,sistema/NOUN,imunológico/ADJ
planetas/NOUN,gigantes/ADJ,gasosos/ADJ
estrelas/NOUN,anãs/ADJ,marrons/ADJ
primeiro/ADJ,tempo/NOUN,equilibrado/ADJ
veículos/NOUN,comerciais/ADJ,leves/ADJ
novos/ADJ,indicadores/NOUN,econômicos/ADJ
poder/NOUN,público/ADJ,municipal/ADJ
carga/NOUN,horária/ADJ,total/ADJ
Importantes/ADJ,líderes/NOUN,criminosos/ADJ
principal/ADJ,impacto/NOUN,negativo/ADJ
valor/NOUN,adicionado/ADJ,bruto/ADJ
repúblicas/NOUN,socialistas/ADJ,federadas/ADJ
quinta/ADJ,alta/NOUN,seguida/ADJ
loja/NOUN,virtual/ADJ,brasileira/ADJ
bases/NOUN,econômicas/ADJ,sólidas/ADJ
velocidade/NOUN,orbital/ADJ,média/ADJ
terceiro/ADJ,cartão/NOUN,amarelo/ADJ
comitiva/NOUN,ministerial/ADJ,brasileira/ADJ
incapacidade/NOUN,civil/ADJ,indígena/ADJ
programa/NOUN,nuclear/ADJ,iraniano/ADJ
melhor/ADJ,resultado/NOUN,trimestral/ADJ
grande/ADJ,área/NOUN,palmeirense/ADJ
primeira/ADJ,aparição/NOUN,pública/ADJ
enciclopédia/NOUN,jurídica/ADJ,eletrônica/ADJ
empresa/NOUN,petrolífera/ADJ,italiana/ADJ
tumultuado/ADJ,passado/NOUN,histórico/ADJ
terceira/ADJ,melhor/ADJ,defesa/NOUN
unidades/NOUN,frigoríficas/ADJ,brasileiras/ADJ
nível/NOUN,mínimo/ADJ,satisfatório/ADJ
má/ADJ,condição/NOUN,física/ADJ
trecho/NOUN,lagunar/ADJ,sul/ADJ
novo/ADJ,treinador/NOUN,colorado/ADJ
maior/ADJ,crescimento/NOUN,mundial/ADJ
controversa/ADJ,iniciativa/NOUN,orçamentária/ADJ
cenário/NOUN,musical/ADJ,americano/ADJ
situação/NOUN,econômica/ADJ,atual/ADJ
primeira/ADJ,Loja/NOUN,mista/ADJ
espaço/NOUN,aéreo/ADJ,turco/ADJ
novo/ADJ,processo/NOUN,seletivo/ADJ
setor/NOUN,extrativo/ADJ,mineral/ADJ
belas/ADJ,vozes/NOUN,desconhecidas/ADJ
melhor/ADJ,filme/NOUN,cinematográfico/ADJ
setor/NOUN,elétrico/ADJ,brasileiro/ADJ
velocidade/NOUN,orbital/ADJ,média/ADJ
liderança/NOUN,política/ADJ,europeia/ADJ
carga/NOUN,viral/ADJ,maior/ADJ
inédito/ADJ,ouro/NOUN,olímpico/ADJ
amplo/ADJ,espaço/NOUN,interno/ADJ
dados/NOUN,econômicos/ADJ,fracos/ADJ
carga/NOUN,mínima/ADJ,exigida/ADJ
borrachas/NOUN,sintéticas/ADJ,saturadas/ADJ
maior/ADJ,colônia/NOUN,libanesa/ADJ
monstruosos/ADJ,blocos/NOUN,residenciais/ADJ
tarifas/NOUN,aéreas/ADJ,domésticas/ADJ
mercados/NOUN,locais/ADJ,brasileiros/ADJ
novo/ADJ,quinto/ADJ,lugar/NOUN
instalações/NOUN,industriais/ADJ,modernas/ADJ
sociedade/NOUN,civil/ADJ,organizada/ADJ
concurso/NOUN,leiteiro/ADJ,Holandês/ADJ
único/ADJ,jogador/NOUN,tricolor/ADJ
própria/ADJ,imagem/NOUN,pessoal/ADJ
transporte/NOUN,coletivo/ADJ,urbano/ADJ
professores/NOUN,universitários/ADJ,federais/ADJ
responsáveis/NOUN,políticos/ADJ,europeus/ADJ
suposto/ADJ,esquema/NOUN,fraudulento/ADJ
próxima/ADJ,eleição/NOUN,municipal/ADJ
crise/NOUN,financeira/ADJ,internacional/ADJ
estrategista/NOUN,político/ADJ,habilidoso/ADJ
diplomatas/NOUN,britânicos/ADJ,interinos/ADJ
nova/ADJ,identidade/NOUN,visual/ADJ
órgão/NOUN,consultivo/ADJ,intergovernamental/ADJ
seleção/NOUN,brasileira/ADJ,masculina/ADJ
laudos/NOUN,periciais/ADJ,conclusivos/ADJ
fuzileiros/NOUN,navais/ADJ,americanos/ADJ
financiamento/NOUN,público/ADJ,exclusivo/ADJ
políticas/NOUN,fiscais/ADJ,ortodoxas/ADJ
parcela/NOUN,mensal/ADJ,mínima/ADJ
melhores/ADJ,condições/NOUN,possíveis/ADJ
vasta/ADJ,coleção/NOUN,alviverde/ADJ
partido/NOUN,político/ADJ,polonês/ADJ
propriedade/NOUN,privada/ADJ,urbana/ADJ
terceira/ADJ,companhia/NOUN,aérea/ADJ
aldeamentos/NOUN,indígenas/ADJ,aliados/ADJ
terceiro/ADJ,cartão/NOUN,amarelo/ADJ
