1	5	urri
9	abere	bertako
2	abere	bikain
1	abere	bizi
2	abere	eder
1	abere	eder,sendo
1	abere	erasokor
1	abere	ezberdin
1	abere	gai,bakar,azkar
4	abere	gainontzeko
1	abere	gaixo
1	abere	gehiegizko
3	abere	halako
1	abere	handi
1	abere	indartsu
1	abere	inolako
1	abere	jakin
2	abere	larri
1	abere	libre
2	abere	ohiko
1	abere	on
2	abere	sakratu
2	abere	txiki
1	abere	txiki,bizkor
2	abere	xehe
1	abertzale	amerikar
1	abertzale	atzerritar
1	abertzale	bakar
1	abertzale	batu
2	abertzale	berezi
2	abertzale	berri
1	abertzale	bretainiar
2	abertzale	erradikal
1	abertzale	eskoziar
1	abertzale	eskuindar
1	abertzale	espainiar
1	abertzale	ezberdin
3	abertzale	ezker
8	abertzale	ezkertiar
1	abertzale	ezkertiar,ekologista
1	abertzale	frantziar
1	abertzale	galant
1	abertzale	garrantzitsu
1	abertzale	gazte
3	abertzale	handi
2	abertzale	historiko
2	abertzale	irlandar
2	abertzale	italiar
1	abertzale	komunista
3	abertzale	korsikar
1	abertzale	misto
1	abertzale	nafar
2	abertzale	nagusi
1	abertzale	nazional
1	abertzale	nazionalista
4	abertzale	orokor
2	abertzale	oso
1	abertzale	sendo
29	abertzale	sozialista
6	abertzale	sutsu
1	abertzale	tradizional,katoliko
1	abertzale	txiki
1	abertzale	zale
1	abertzaletasun	berri,ezkertiar
1	abertzaletasun	britainiar
1	abertzaletasun	espainiar
2	abertzaletasun	klasiko
1	abertzaletasun	konstituzional
1	abertzaletasun	korsikar
1	abertzaletasun	legezko
1	abertzaletasun	moderno
1	abertzaletasun	politiko
1	abertzaletasun	sozialista
1	abertzaletasun	sutsu
1	abertzaletasun	tradizional
1	abertzaletasun	turkiar
1	abertzaletasun	txekiar
1	abesti	aberats,herrikoi
36	abesti	abertzale
2	abesti	aipagarri
1	abesti	alemaniar
1	abesti	anonimo
2	abesti	aparteko
5	abesti	arrakastatsu
2	abesti	arrunt
1	abesti	aurreneko
1	abesti	azkenengo
4	abesti	bakar
1	abesti	bakarkako
1	abesti	bakarkako,ezagun
6	abesti	bakoitz
1	abesti	bakun
1	abesti	barne
1	abesti	benetako
1	abesti	berdin
47	abesti	berri
1	abesti	berri,berezi
4	abesti	bertako
1	abesti	bertako,ezagun
2	abesti	bestelako
2	abesti	betiko
1	abesti	betiko,ospetsu
8	abesti	bezalako
1	abesti	bikain
1	abesti	bikain,honako
1	abesti	desberdin
1	abesti	donostiar
8	abesti	eder
1	abesti	erlijioso
3	abesti	eskoziar
1	abesti	estatubatuar
63	abesti	ezagun
1	abesti	ezagun,herrikoi
2	abesti	ezberdin
21	abesti	famatu
3	abesti	famatu,abertzale
3	abesti	gainontzeko
1	abesti	garrantzitsu
2	abesti	gehien
2	abesti	gogoangarri
4	abesti	gogoko
2	abesti	gozo
1	abesti	gustuko
1	abesti	handi
107	abesti	herrikoi
3	abesti	hobe
4	abesti	honako
3	abesti	hunkigarri
3	abesti	hurrengo
2	abesti	indartsu
3	abesti	irlandar
1	abesti	israeldar
1	abesti	italiar
5	abesti	jatorrizko
1	abesti	kanpoko
3	abesti	klasiko
1	abesti	kuttun
1	abesti	labur
1	abesti	labur,indartsu
1	abesti	lasai
3	abesti	luze
1	abesti	melodiko,tradizional
2	abesti	nabarmen
10	abesti	nagusi
1	abesti	nagusi,nagusi
2	abesti	nazioarteko
2	abesti	nazional
9	abesti	ofizial
2	abesti	ohi
18	abesti	on
1	abesti	on,zuzen
5	abesti	oso
19	abesti	ospetsu
1	abesti	ospetsu,herrikoi
1	abesti	posible
1	abesti	propio
1	abesti	sinple
1	abesti	sinple,berdin
1	abesti	soil
1	abesti	sozialista
11	abesti	tradizional
1	abesti	ulergaitz
14	abesti	zahar
1	abesti	zahar,berri
1	abesti	zehatz
1	abesti	zikin
1	abesti	zoragarri
1	abesti	zuri
1	abesti	zuri,ezagun
1	abesti	zuzen
4	abesti	zuzeneko
1	abesti	zuzeneko,bakar
1	abiaburu	oinarrizko
4	abiada	bizi
1	abiada	egundoko
2	abiada	gehien
13	abiada	handi
1	abiada	jakin
2	abiada	orduko
1	abiapuntu	adierazgarri
1	abiapuntu	apropos
1	abiapuntu	berri
1	abiapuntu	bertako,ohiko
2	abiapuntu	bikain
1	abiapuntu	desberdin
2	abiapuntu	eder
8	abiapuntu	egoki
1	abiapuntu	ezagun
1	abiapuntu	historiko
1	abiapuntu	hobe
1	abiapuntu	interesgarri
1	abiapuntu	lasai
5	abiapuntu	nagusi
1	abiapuntu	ofizial
61	abiapuntu	ohiko
1	abiapuntu	on
1	abiapuntu	propio
1	abiapuntu	unibertsal
1	abiapuntu	zehatz
2	abiazio	alemaniar
1	abiazio	militar
1	abiazio	nazioarteko
2	abiazio	nazioarteko,zibil
1	abisu	azkar
1	abisu	goiztiar
1	abisu	inolako
1	abisu	kanpoko
1	abisu	zahar,ospetsu
1	abizen	armeniar
2	abizen	arrunt
1	abizen	benetako
1	abizen	bermeotar
1	abizen	bezalako
1	abizen	euskaldun
1	abizen	ezezagun
3	abizen	frantses
1	abizen	legezko
2	abizen	ohiko
1	abizen	ondoko
1	abizen	oso
1	abizen	tradizional
1	abizen	ugari
1	abokatu	aberats
3	abokatu	abertzale
1	abokatu	alemaniar
1	abokatu	aparteko
1	abokatu	arrakastatsu
1	abokatu	australiar
4	abokatu	belgikar
1	abokatu	berri
2	abokatu	donostiar
16	abokatu	espainiar
3	abokatu	ezkertiar
1	abokatu	famatu
1	abokatu	frantses
12	abokatu	frantziar
1	abokatu	galiziar
2	abokatu	gazte
1	abokatu	hegoafrikar
2	abokatu	ingeles
1	abokatu	judu
1	abokatu	judu,alemaniar
6	abokatu	kataluniar
4	abokatu	komunista
4	abokatu	korsikar
2	abokatu	lapurtar
13	abokatu	nafar
3	abokatu	nagusi
4	abokatu	nazi
1	abokatu	ohi
1	abokatu	trebe
2	abokatu	txar
1	abortu	atzerakoi
1	abortu	bakoitz
10	abortu	berezko
1	abortu	justu
1	abortu	legezko
2	abortu	natural
1	abuztu	ezagun
1	abuztu	handi
1	abuztu	olinpiar
3	abuztu	oso
13	abuztu	txiki
1	adar	aberats
1	adar	aipagarri
1	adar	alemaniar
1	adar	atzerakoi
2	adar	bakar
5	adar	bakoitz
1	adar	balizko
1	adar	beltz
2	adar	benetako
2	adar	berezi
9	adar	berri
1	adar	bertako
1	adar	bertikal
1	adar	britainiar
2	adar	desberdin
8	adar	elebidun
1	adar	erlijioso
1	adar	ezberdin
2	adar	fin
1	adar	fin,arin
2	adar	frantses
5	adar	garrantzitsu
3	adar	garrantzizko
5	adar	gazte
1	adar	gogor
3	adar	gorri
2	adar	halako
12	adar	handi
1	adar	heldu
1	adar	honako
1	adar	ideologiko
1	adar	ikus-entzunezko
1	adar	indartsu
2	adar	jatorrizko
1	adar	legal
1	adar	legegile
4	adar	luze
1	adar	makur
6	adar	militar
1	adar	motz
56	adar	nagusi
1	adar	nagusi,nafar
2	adar	nazionalista
1	adar	oinarrizko
1	adar	oker
2	adar	ondorengo
2	adar	oso
7	adar	politiko
1	adar	sekundario
8	adar	txiki
1	adar	ugari
3	adar	urrezko
1	adar	urrun
1	adar	ustezko
2	adar	zabal
1	adar	zahar
1	adar	zorrotz
1	adar	zuri
1	adia	klasiko
1	adia	zoragarri
6	adibide	adierazgarri
6	adibide	aipagarri
3	adibide	antzeko
3	adibide	aparta
20	adibide	argi
1	adibide	argi,aberats
1	adibide	argi,argi
1	adibide	argi,oso
3	adibide	arrakastatsu
1	adibide	arrunt
1	adibide	aurreneko
2	adibide	azkeneko
7	adibide	bakar
1	adibide	bakoitz
1	adibide	benetako
2	adibide	berdin
1	adibide	berezi
2	adibide	berri
16	adibide	bikain
1	adibide	bitxi
1	adibide	bizkor,garbi
1	adibide	deigarri
1	adibide	delako,on
1	adibide	didaktiko
8	adibide	eder
4	adibide	egoki
1	adibide	eraginkor
1	adibide	erraz
1	adibide	erreal
15	adibide	esanguratsu
26	adibide	ezagun
1	adibide	ezohiko
2	adibide	famatu
1	adibide	fresko,bakar
65	adibide	garbi
1	adibide	garbi,txiki
9	adibide	garrantzitsu
1	adibide	garrantzitsu,ezagun
1	adibide	gogoangarri
1	adibide	goi
7	adibide	goiko
1	adibide	goiztiar
1	adibide	handi
1	adibide	handi,ziur
1	adibide	historiko
1	adibide	hobe
2	adibide	honako
2	adibide	honelako
1	adibide	horrelako
8	adibide	hurrengo
2	adibide	ikusgarri,bikain
2	adibide	interesgarri
1	adibide	irudiko
1	adibide	jasangarri
1	adibide	kataluniar,eder
5	adibide	klasiko
1	adibide	korapilatsu
1	adibide	melodiko
1	adibide	moderno,nabarmen
1	adibide	musikal
3	adibide	nabari
10	adibide	nabarmen
11	adibide	nagusi
1	adibide	natural
5	adibide	ohiko
38	adibide	on
1	adibide	on,ezagun
3	adibide	ondoko
2	adibide	ondorengo
4	adibide	ospetsu
4	adibide	paregabe
1	adibide	polit
8	adibide	praktiko
5	adibide	sinple
5	adibide	tipiko
2	adibide	txiki
1	adibide	ugari,kaltegarri
1	adibide	urri
2	adibide	ustezko
1	adibide	zahar
1	adibide	zehatz
1	adierazgarri	bakar
1	adierazgarri	baliotsu
1	adierazgarri	berezi
1	adierazgarri	bertako
1	adierazgarri	bikain
1	adierazgarri	eder
4	adierazgarri	garbi
2	adierazgarri	nabarmen
9	adierazgarri	nagusi
1	adierazgarri	nazional
3	adierazgarri	on
2	adierazle	argi
1	adierazle	bakar
1	adierazle	bestelako,ekonomiko
1	adierazle	biologiko
1	adierazle	desberdin
1	adierazle	egoki
4	adierazle	ekonomiko
1	adierazle	ezagun
1	adierazle	ezberdin
1	adierazle	funtsezko
3	adierazle	garbi
2	adierazle	handi
1	adierazle	hobe
2	adierazle	honako
2	adierazle	hurrengo
1	adierazle	ikusgarri
1	adierazle	inolako,fisiko
1	adierazle	instituzional,politiko
1	adierazle	kliniko
2	adierazle	nabari
1	adierazle	nabarmen
9	adierazle	nagusi
2	adierazle	on
1	adierazle	sozial
2	adierazle	zehatz
1	adierazle	zoragarri
1	adierazpen	abertzale
1	adierazpen	adierazgarri
2	adierazpen	ahozko
1	adierazpen	antzerako
1	adierazpen	argi
4	adierazpen	artistiko
1	adierazpen	autonomo
1	adierazpen	bakar
1	adierazpen	bakoitz
1	adierazpen	berezi
2	adierazpen	berri
1	adierazpen	bete
1	adierazpen	bikain
1	adierazpen	bitxi
1	adierazpen	boteretsu
1	adierazpen	delako,nabarmen,ezagun
1	adierazpen	desberdin
2	adierazpen	egoki
1	adierazpen	erraz
1	adierazpen	erreal,zuzen
3	adierazpen	erregular
2	adierazpen	esanguratsu
1	adierazpen	estandar
1	adierazpen	ezagun
1	adierazpen	ezberdin
2	adierazpen	filosofiko
1	adierazpen	fisiko
1	adierazpen	garai
9	adierazpen	geografiko
1	adierazpen	gogor
1	adierazpen	goiztiar
2	adierazpen	gordin
1	adierazpen	halako
1	adierazpen	handi
1	adierazpen	harrigarri
5	adierazpen	honako
1	adierazpen	hurrengo
1	adierazpen	huts
1	adierazpen	indartsu
1	adierazpen	instituzional
1	adierazpen	itzel
1	adierazpen	juridiko
5	adierazpen	kliniko
1	adierazpen	kolektibo
3	adierazpen	kultural
2	adierazpen	libre
1	adierazpen	logiko
13	adierazpen	matematiko
1	adierazpen	matematiko,zehatz
1	adierazpen	material
1	adierazpen	nabarmen
4	adierazpen	nagusi
3	adierazpen	nazioarteko
1	adierazpen	negatibo
2	adierazpen	ofizial
1	adierazpen	ondoko
3	adierazpen	ondorengo
2	adierazpen	orokor
2	adierazpen	pertsonal
1	adierazpen	plastiko
1	adierazpen	polemiko
4	adierazpen	politiko
5	adierazpen	publiko
2	adierazpen	sakon
1	adierazpen	sakratu
2	adierazpen	sinboliko
4	adierazpen	sinple
1	adierazpen	sozial
1	adierazpen	teoriko
1	adierazpen	unibertsal
1	adierazpen	xenofobo
1	adierazpen	zail
2	adierazpen	zakar
1	adierazpen	zuzen
2	adierazpen	zuzeneko
1	adimen	akademiko
1	adimen	anitz
26	adimen	artifizial
1	adimen	delako
1	adimen	halako,trebe
5	adimen	handi
1	adimen	horrelako
1	adimen	kolektibo
1	adimen	kriminal,handi
1	adimen	lehiakor
1	adimen	logiko
1	adimen	militar
1	adimen	natural
2	adimen	ohiko
1	adimen	praktiko
9	adimen	urri
2	adimen	zorrotz
1	adimen	zuri
2	adin	aktibo
1	adin	alemaniar
1	adin	bakoitz
1	adin	beharrezko
2	adin	bera
1	adin	berri,heldu
1	adin	bertsu
1	adin	bizi
1	adin	bizi,nagusi
1	adin	desberdin
2	adin	egoki
3	adin	ertain
1	adin	eskas
1	adin	eskudun
5	adin	ezberdin
1	adin	frantses
1	adin	gainerako
2	adin	gazte
2	adin	gehien
1	adin	goiztiar
1	adin	gutxieneko
4	adin	handi
1	adin	heldu
1	adin	legal
25	adin	nagusi
2	adin	ohiko
1	adin	ondorengo
14	adin	txiki
1	adin	urri
1	adin	zahar
1	adin	zehatz
1	adina	arriskutsu
1	adina	ohizko
1	adina	ustezko
1	adiskidantza	handi
2	adiskidantza	nazional
1	adiskide	abertzale
2	adiskide	aspaldiko
1	adiskide	benetako
2	adiskide	gazte
4	adiskide	handi
1	adiskide	japoniar
1	adiskide	lagun
2	adiskide	leial
5	adiskide	on
1	adiskide	sendo
1	adiskide	zabal
2	adiskide	zahar
1	adiskidetze	nazioarteko
1	adiskidetze	nazional
1	aditu	afrikar
1	aditu	aspaldiko
2	aditu	bakoitz
1	aditu	bertako
1	aditu	bikain
1	aditu	bulgariar
1	aditu	daniar
2	aditu	egungo
1	aditu	errusiar
1	aditu	esanguratsu
1	aditu	ezagun
5	aditu	garrantzitsu
7	aditu	gehien
1	aditu	goren
6	aditu	handi
1	aditu	kritiko
1	aditu	militar
1	aditu	natural
5	aditu	nazioarteko
1	aditu	on
1	aditu	profesional
1	aditu	zail
1	aditza	ageri,nolako
1	aditza	aktibo
2	adizki	bakar
1	adizki	berezi
1	adizki	gainerako
1	adizki	nagusi
1	adizki	orokor
1	administratibo	antzeko
3	administratibo	bakar
1	administratibo	bakoitz
1	administratibo	bakoitz,komun
1	administratibo	bakoitz,nagusi
1	administratibo	berdin
5	administratibo	berezi
9	administratibo	berri
1	administratibo	berritzaile
1	administratibo	desberdin
1	administratibo	ezberdin
1	administratibo	gazte
2	administratibo	handi
1	administratibo	historiko
1	administratibo	moderno
4	administratibo	nagusi
2	administratibo	ofizial
1	administratibo	sakon
1	administratibo	tradizional
4	administratibo	txiki
1	administratibo	zahar
1	administratzaile	aspaldiko
1	administratzaile	bakar
1	administratzaile	frantziar
1	administratzaile	garrantzitsu
1	administratzaile	greziar
1	administratzaile	judizial
1	administratzaile	judizial,antzeko
1	administratzaile	militar
1	administratzaile	nabarmen
2	administratzaile	nagusi
2	administratzaile	on
1	administratzaile	orokor
1	administratzaile	soil
2	administratzaile	zibil
1	administrazio	ahul
1	administrazio	aleman
3	administrazio	alemaniar
1	administrazio	antzeko,publiko
1	administrazio	aparteko
2	administrazio	autonomiko
3	administrazio	autonomo
2	administrazio	bakar
3	administrazio	bakoitz
2	administrazio	belgikar
2	administrazio	benetako,eraginkor
13	administrazio	berezi
1	administrazio	berezko
1	administrazio	berezko,ekonomiko
8	administrazio	berri
3	administrazio	bertako
1	administrazio	bestelako
2	administrazio	bikoitz
1	administrazio	bizantziar
4	administrazio	britainiar
1	administrazio	egoki
2	administrazio	egonkor
1	administrazio	eguneroko
1	administrazio	ekonomiko
3	administrazio	eraginkor
1	administrazio	espainiar
2	administrazio	ezberdin
13	administrazio	federal
7	administrazio	frantses
1	administrazio	garrantzitsu
1	administrazio	hidrauliko
1	administrazio	honako
1	administrazio	hurrengo
1	administrazio	independente
1	administrazio	indonesiar
2	administrazio	judizial
1	administrazio	judu
1	administrazio	kultural
1	administrazio	mekaniko
1	administrazio	nafar
3	administrazio	nagusi
8	administrazio	nazional
1	administrazio	ohiko
1	administrazio	oinarrizko
1	administrazio	oker
5	administrazio	orokor
2	administrazio	oso
1	administrazio	osoko
1	administrazio	propio
16533	administrazio	publiko
1	administrazio	publiko,bakar
1	administrazio	publiko,egungo
1	administrazio	sobietar
2	administrazio	zentral
3	administrazio	zibil
1	administrazio	zibil,erlijioso
1	administrazio	zibil,militar
1	administrazio	zuzeneko
1	adore	bizi
3	adore	handi
1	adore	politiko,urri
1	adore	sozialista
1	adostasun	beharrezko
1	adostasun	diplomatiko
1	adostasun	ekonomiko
3	adostasun	erabateko
1	adostasun	ertain
1	adostasun	frantses
9	adostasun	handi
2	adostasun	orokor
1	adostasun	oso
3	adostasun	politiko
3	adostasun	txiki
9	adostasun	zabal
1	adreilu	ageriko
2	adreilu	arrunt
1	adreilu	estali
1	adreilu	gainerako
2	adreilu	gordin
8	adreilu	gorri
1	adreilu	jatorrizko
1	adreilu	mekaniko
6	adreilu	trinko
1	adreilu	zabal
1	adreilu	ziur
1	afari	ofizial
1	afera	euskaldun
1	afera	ilun
1	afera	kanpoko
1	afera	legal
1	afera	militar
1	afera	nazioarteko
1	afera	oinarrizko
1	afera	pertsonal
1	afera	publiko
1	afiliazio	erlijioso
1	afiliazio	polit
1	afiliazio	politiko
1	afiliazio	sindikal
1	agenda	akademiko
1	agenda	berri
2	agenda	kultural
1	agenda	pertsonal
3	agenda	politiko
2	agente	aktibo
3	agente	alemaniar
1	agente	arrotz
1	agente	bakar
1	agente	benetako
8	agente	berezi
1	agente	berezi,ofizial
2	agente	berri
1	agente	bezalako
4	agente	bikoitz
2	agente	biologiko
3	agente	ekonomiko
1	agente	etsai,nagusi
1	agente	federal
1	agente	fisiko
1	agente	fisiko,kimiko
1	agente	frankista
1	agente	frantziar
1	agente	honako
1	agente	ilun,konplexu
2	agente	kaltegarri
2	agente	kanpoko
2	agente	kimiko
1	agente	kimiko,desberdin
5	agente	komertzial
1	agente	komunista
1	agente	libre
1	agente	nabarmen
1	agente	nagusi
1	agente	ohi
1	agente	oinarrizko,ekonomiko
1	agente	toxiko
1	agente	tradizional
1	agente	txiki
1	agente	zapaltzaile
1	agentzia	bakar
4	agentzia	berri
1	agentzia	bertako,boteretsu
1	agentzia	bestelako
1	agentzia	errusiar
1	agentzia	espainiar
2	agentzia	europar
1	agentzia	ezberdin
1	agentzia	famatu
2	agentzia	federal
2	agentzia	handi
1	agentzia	handi,boteretsu
1	agentzia	independente
4	agentzia	nazioarteko
4	agentzia	nazional
1	agentzia	nuklear
2	agentzia	ofizial
1	agentzia	politiko
2	agentzia	publiko
3	agentzia	zientifiko
1	agerraldi	arin
1	agerraldi	azkeneko
2	agerraldi	bakar
1	agerraldi	bakoitz
2	agerraldi	berri
1	agerraldi	bitxi
1	agerraldi	esanguratsu
1	agerraldi	garrantzitsu
1	agerraldi	handi
1	agerraldi	hobe
1	agerraldi	hurrengo
1	agerraldi	interesgarri
1	agerraldi	nagusi
1	agerraldi	polit
3	agerraldi	publiko
8	agerraldi	txiki
2	agerraldi	zuzeneko
1	agerrera	politiko
1	agerrera	soil
6	agindu	bakar
3	agindu	bakoitz
1	agindu	benetako
1	agindu	berezi
5	agindu	berri
1	agindu	berri,konplexu
2	agindu	bete
1	agindu	bikoitz
1	agindu	britainiar
1	agindu	desberdin
3	agindu	egoki
1	agindu	frantziar
1	agindu	gai
1	agindu	gainerako
1	agindu	garbi
1	agindu	garrantzitsu
1	agindu	honako
2	agindu	horrelako
1	agindu	horrelako,bakar
14	agindu	hurrengo
1	agindu	judizial
1	agindu	luze
2	agindu	nagusi
4	agindu	oinarrizko
1	agindu	original
1	agindu	politiko
1	agindu	sinple
1	agindu	soil
2	agindu	zehatz
1	agindu	zibil
1	agindupe	komunista
1	agindupe	zuzen
1	aginpide	absolutu
1	aginpide	arabiar
2	aginpide	arduradun
1	aginpide	autonomo
1	aginpide	bakar
2	aginpide	benetako
1	aginpide	berezi
2	aginpide	berri
1	aginpide	britainiar
3	aginpide	ekonomiko
2	aginpide	ekonomiko,politiko
1	aginpide	erabateko
1	aginpide	errusiar
1	aginpide	federal
1	aginpide	gehiegizko
7	aginpide	handi
1	aginpide	izugarrizko
6	aginpide	legegile
1	aginpide	lehengo
2	aginpide	militar
2	aginpide	nagusi
14	aginpide	oso
3	aginpide	politiko
2	aginpide	publiko
1	aginpide	sakratu
1	aginpide	zentral
7	aginpide	zibil
2	aginpide	zuzen
1	agintaldi	baketsu
1	agintaldi	berezi
1	agintaldi	berri
1	agintaldi	bete
1	agintaldi	bizantziar
1	agintaldi	demokratiko
1	agintaldi	ezberdin
1	agintaldi	gogor
3	agintaldi	hurrengo
2	agintaldi	komunista
8	agintaldi	labur
1	agintaldi	latz
5	agintaldi	luze
1	agintaldi	masibo,beldurgarri
5	agintaldi	oso
1	agintaldi	oso,klasiko
1	agintaldi	pertsonal
1	agintaldi	sozialista
3	agintari	aberats
1	agintari	aipagarri
1	agintari	alemaniar
1	agintari	amerikar
1	agintari	argentinar
1	agintari	armeniar
3	agintari	atzerritar
10	agintari	bakar
2	agintari	balizko
1	agintari	batu
9	agintari	benetako
20	agintari	berri
1	agintari	berri,espainiar
10	agintari	bertako
1	agintari	bertako,zibil
1	agintari	bikain
1	agintari	bizantziar
1	agintari	bosniar
8	agintari	britainiar
2	agintari	erlijioso
2	agintari	errusiar
2	agintari	eskudun
1	agintari	eslovakiar
10	agintari	espainiar
1	agintari	espainol
1	agintari	etengabeko
1	agintari	ez-legezko
1	agintari	ezagun
1	agintari	ezagun,nazi
1	agintari	ezberdin
1	agintari	famatu
1	agintari	federal
6	agintari	frankista
3	agintari	frantses
1	agintari	frantziar
2	agintari	frantziar,berri
1	agintari	gaizto
2	agintari	garai
3	agintari	garrantzitsu
6	agintari	goren
1	agintari	handi
1	agintari	historiko
1	agintari	holako
1	agintari	honako
2	agintari	hurrengo
2	agintari	hurrengo,berritzaile
1	agintari	independente
4	agintari	ingeles
1	agintari	inolako
1	agintari	inongo
1	agintari	iruindar
1	agintari	israeldar
1	agintari	italiar
1	agintari	japoniar,militar
1	agintari	kataluniar
1	agintari	katoliko
1	agintari	komunista
1	agintari	kroaziar
1	agintari	legezko
1	agintari	liberal
9	agintari	militar
33	agintari	nagusi
2	agintari	nazi
1	agintari	nazioarteko
1	agintari	ofizial
1	agintari	ohi
1	agintari	ohorezko
1	agintari	on
2	agintari	ondorengo
1	agintari	orokor
1	agintari	ospetsu
1	agintari	palestinar
10	agintari	politiko
1	agintari	politiko,erlijioso
1	agintari	politiko,nagusi
1	agintari	publiko
1	agintari	serbiar
1	agintari	sinboliko
5	agintari	sobietar
1	agintari	sozialista
1	agintari	tekniko
3	agintari	trebe
1	agintari	txinatar
1	agintari	ustel
1	agintari	zibil
1	agintari	zibil,nagusi
1	agintari	zital
1	agintari	zuhur
1	agintaritza	bakar,sendo
1	agintaritza	berezko
1	agintaritza	berri
2	agintaritza	britainiar
1	agintaritza	errusiar
2	agintaritza	espainiar
1	agintaritza	estandar
1	agintaritza	frankista
1	agintaritza	frantziar
1	agintaritza	garai
1	agintaritza	handi
2	agintaritza	kroaziar
3	agintaritza	militar
1	agintaritza	nagusi
2	agintaritza	oso
5	agintaritza	politiko
1	agintaritza	publiko
1	agintaritza	zuzen
2	aginte	alemaniar
1	aginte	atzerritar
4	aginte	bakar
4	aginte	benetako
3	aginte	berri
1	aginte	bertako
1	aginte	bikoitz
3	aginte	britainiar
1	aginte	britainiar,militar
1	aginte	demokratiko
1	aginte	ekonomiko
1	aginte	ekonomiko,sozial
1	aginte	erabateko
1	aginte	erlijioso
1	aginte	eskoziar
7	aginte	espainiar
1	aginte	ezberdin
1	aginte	gogor
1	aginte	goiztiar
4	aginte	goren
2	aginte	handi
2	aginte	inolako
1	aginte	japoniar
1	aginte	koadro
