втори/ADJ,световен/ADJ,война/NOUN
световно/ADJ,първенство/NOUN,2006/ADJ
българско/ADJ,книжовно/ADJ,дружество/NOUN
стар/ADJ,римски/ADJ,каптаж/NOUN
български/ADJ,въоръжа/ADJ,чета/NOUN
друг/ADJ,голям/ADJ,група/NOUN
Благополучен/ADJ,национален/ADJ,положение/NOUN
нов/ADJ,етиопски/ADJ,правителство/NOUN
многоброен/ADJ,турски/ADJ,войска/NOUN
пръв/ADJ,голям/ADJ,пирамида/NOUN
умерен/ADJ,океански/ADJ,климат/NOUN
известен/ADJ,литературен/ADJ,антиутопия/NOUN
Илинденски/ADJ,каракачански/ADJ,събор/NOUN
български/ADJ,социалдемократически/ADJ,партия/NOUN
активен/ADJ,военен/ADJ,действие/NOUN
български/ADJ,народен/ADJ,песен/NOUN
огромен/ADJ,черен/ADJ,бивола/NOUN
стар/ADJ,местен/ADJ,население/NOUN
Увлекателен/ADJ,детско-юношески/ADJ,роман/NOUN
национален/ADJ,паричен/ADJ,единица/NOUN
добър/ADJ,начален/ADJ,подготовка/NOUN
топм/ADJ,въздушен/ADJ,маса/NOUN
пръв/ADJ,португалски/ADJ,търговец/NOUN
голям/ADJ,зрителски/ADJ,интерес/NOUN
македонски/ADJ,науча-(се)/ADJ,институт/NOUN
значим/ADJ,световен/ADJ,събитие/NOUN
значим/ADJ,обществен/ADJ,център/NOUN
основен/ADJ,туристически/ADJ,дестинация/NOUN
водонамалявам/ADJ,химичен/ADJ,добавка/NOUN
писмен/ADJ,свещя/ADJ,предание/NOUN
пръв/ADJ,световен/ADJ,шампионат/NOUN
планина/ADJ,Църен/ADJ,гора/NOUN
ръжен/ADJ,житен/ADJ,клас/NOUN
пръв/ADJ,балкански/ADJ,война/NOUN
Информационен/ADJ,митнически/ADJ,портал/NOUN
бивш/ADJ,афро-американски/ADJ,роби/NOUN
Земен/ADJ,троянски/ADJ,астероида/NOUN
обществен/ADJ,висш/ADJ,училище/NOUN
Тихоокеански/ADJ,стокъв/ADJ,борса/NOUN
Силикатен/ADJ,скален/ADJ,задруга/NOUN
млад/ADJ,щъркелов/ADJ,двойка/NOUN
Най-ранен/ADJ,европейски/ADJ,скулптура/NOUN
активен/ADJ,политически/ADJ,дейност/NOUN
необикновен/ADJ,психологически/ADJ,роман/NOUN
цял/ADJ,Говедарски/ADJ,котловина/NOUN
престижен/ADJ,трети/ADJ,място/NOUN
виден/ADJ,гръцки/ADJ,скулптор/NOUN
пръв/ADJ,световен/ADJ,война/NOUN
традиционен/ADJ,долногермански/ADJ,диалект/NOUN
Писмен/ADJ,китайски/ADJ,език/NOUN
78/09/ADJ,.10.1987/ADJ,година/NOUN
Средм/ADJ,месечен/ADJ,температура/NOUN
втори/ADJ,френски/ADJ,република/NOUN
пълно/ADJ,лунно/ADJ,затъмнение/NOUN
сложен/ADJ,обстоятелствен/ADJ,пояснение/NOUN
сформирам/ADJ,младежки/ADJ,организация/NOUN
голям/ADJ,народен/ADJ,събор/NOUN
лятно/ADJ,часов/ADJ,време/NOUN
национален/ADJ,статистически/ADJ,институт/NOUN
последен/ADJ,голям/ADJ,град/NOUN
огромен/ADJ,книжовен/ADJ,богатство/NOUN
стар/ADJ,бароков/ADJ,сграда/NOUN
втори/ADJ,световен/ADJ,война/NOUN
горещ/ADJ,минерален/ADJ,извор/NOUN
глобален/ADJ,финасов/ADJ,криза/NOUN
хубав/ADJ,питеен/ADJ,вода/NOUN
благоприятно/ADJ,географски/ADJ,разположение/NOUN
стар/ADJ,български/ADJ,селище/NOUN
друг/ADJ,пряк/ADJ,реч/NOUN
Елитен/ADJ,варяжка/ADJ,гвардия/NOUN
основен/ADJ,земеделски/ADJ,култура/NOUN
открия-(се)/ADJ,енеолитен/ADJ,находка/NOUN
цъвтям/ADJ,пролетен/ADJ,време/NOUN
пръв/ADJ,Нобелов/ADJ,награда/NOUN
24/ADJ,август/NOUN,1886/ADJ
различен/ADJ,игров/ADJ,система/NOUN
обществен/ADJ,значим/ADJ,сграда/NOUN
Средномесечен/ADJ,януарски/ADJ,температура/NOUN
римски/ADJ,укрепя-(се)/ADJ,селище/NOUN
висок/ADJ,взривен/ADJ,характеристика/NOUN
удобен/ADJ,стратегически/ADJ,място/NOUN
Филаделфийски/ADJ,момчешки/ADJ,хор/NOUN
ран-се/ADJ,книжен/ADJ,пара/NOUN
Северокавказски/ADJ,минно-металургичен/ADJ,институт/NOUN
добър/ADJ,социален/ADJ,положение/NOUN
Високи/ADJ,бюджетен/ADJ,дефицит/NOUN
сегашен/ADJ,манастирски/ADJ,сграда/NOUN
Субстантивен/ADJ,отрицателен/ADJ,местоимение/NOUN
активен/ADJ,културно-просветен/ADJ,дейност/NOUN
важен/ADJ,откроен/ADJ,център/NOUN
добър/ADJ,инфраструктурен/ADJ,връзка/NOUN
любим/ADJ,народен/ADJ,песен/NOUN
южен/ADJ,тропически/ADJ,област/NOUN
основен/ADJ,демографски/ADJ,тенденция/NOUN
23-т/ADJ,Шипченски/ADJ,полк/NOUN
пръв/ADJ,световен/ADJ,война/NOUN
Рабовско/ADJ,долинно/ADJ,разширение/NOUN
висок/ADJ,личен/ADJ,коефициент/NOUN
висш/ADJ,учебен/ADJ,заведение/NOUN
каменен/ADJ,стя/ADJ,широка/NOUN
национален/ADJ,статистически/ADJ,институт/NOUN
цял/ADJ,отомански/ADJ,столица/NOUN
български/ADJ,национален/ADJ,идентичност/NOUN
Ивановски/ADJ,скален/ADJ,църква/NOUN
11/ADJ,ноември/NOUN,2002/ADJ
женений/ADJ,знатен/ADJ,мъж/NOUN
световен/ADJ,митнически/ADJ,организация/NOUN
онлайм/ADJ,комуникационен/ADJ,мрежа/NOUN
пръв/ADJ,дълговълнов/ADJ,радиосигнал/NOUN
Индоевропейски/ADJ,езикоъв/ADJ,семейство/NOUN
тираничен/ADJ,съветски/ADJ,държава/NOUN
български/ADJ,книжовен/ADJ,език/NOUN
т.нар./ADJ,цетанов/ADJ,число/NOUN
изразя-(се)/ADJ,полов/ADJ,диморфизъм/NOUN
нов/ADJ,политически/ADJ,движение/NOUN
чист/ADJ,клинкерен/ADJ,цимент/NOUN
външен/ADJ,рогов/ADJ,слой/NOUN
друг/ADJ,външен/ADJ,разлика/NOUN
християнски/ADJ,култовя-(се)/ADJ,сграда/NOUN
самостоятелен/ADJ,държавен/ADJ,агенция/NOUN
сглобки/ADJ,подходям/ADJ,обков/NOUN
Кючуккайнарджийски/ADJ,мирен/ADJ,договорпренасочване/NOUN
кратък/ADJ,исторически/ADJ,справка/NOUN
Скорошен/ADJ,генетичен/ADJ,изследване/NOUN
14/ADJ,май/NOUN,1948/ADJ
друг/ADJ,международен/ADJ,организация/NOUN
пръв/ADJ,пътнически/ADJ,самолет/NOUN
добър/ADJ,физически/ADJ,форма/NOUN
голям/ADJ,швейцарски/ADJ,град/NOUN
Най-добър/ADJ,кратък/ADJ,произведение/NOUN
частен/ADJ,ефирн/ADJ,телевизия/NOUN
балкански/ADJ,война/NOUN,1912-13/ADJ
Уралски/ADJ,федерален/ADJ,окръг/NOUN
голям/ADJ,наносен/ADJ,конус/NOUN
Доброславски/ADJ,военен/ADJ,летище/NOUN
пръв/ADJ,световен/ADJ,война/NOUN
самостоятелен/ADJ,търговски/ADJ,обект/NOUN
европейски/ADJ,инвестиционен/ADJ,банка/NOUN
Най-чест/ADJ,страничен/ADJ,ефект/NOUN
ясен/ADJ,политически/ADJ,позиция/NOUN
Наклоня-(се)/ADJ,външен/ADJ,подпор/NOUN
силноводонамалявам/ADJ,химичен/ADJ,добавка/NOUN
Жлъчен/ADJ,изводен/ADJ,канал/NOUN
автентичен/ADJ,архивен/ADJ,документ/NOUN
Широки/ADJ,пръстен/ADJ,Б/NOUN
нов/ADJ,пролетен/ADJ,култура/NOUN
собствен/ADJ,магнитен/ADJ,поле/NOUN
по-стар/ADJ,живописен/ADJ,слой/NOUN
неравен/ADJ,бял/ADJ,петна/NOUN
кратък/ADJ,исторически/ADJ,справка/NOUN
богат/ADJ,културно-просветен/ADJ,дейност/NOUN
двупартиен/ADJ,политически/ADJ,система/NOUN
Описваен/ADJ,химичен/ADJ,процес/NOUN
новопостроеен/ADJ,читалищен/ADJ,сграда/NOUN
пръв/ADJ,пощенски/ADJ,кутия/NOUN
Целодневен/ADJ,детски/ADJ,градина/NOUN
непосредствен/ADJ,политически/ADJ,действие/NOUN
официален/ADJ,мирен/ADJ,договор/NOUN
Израелски/ADJ,отбранителен/ADJ,сила/NOUN
пръв/ADJ,залесителен/ADJ,обект/NOUN
различен/ADJ,номенклатурен/ADJ,пост/NOUN
Дванадесй/ADJ,европейски/ADJ,първенство/NOUN
среден/ADJ,годишен/ADJ,температура/NOUN
зимен/ADJ,олимпийски/ADJ,игра/NOUN
езиковедски/ADJ,гледен/ADJ,точка/NOUN
Южа/ADJ,триъгълникTriangulum/NOUN,Australetra10920/ADJ
римски/ADJ,грънчарски/ADJ,работилница/NOUN
друг/ADJ,производствен/ADJ,обект/NOUN
нисък/ADJ,крайбрежен/ADJ,участък/NOUN
буден/ADJ,карнобатски/ADJ,гражданин/NOUN
Ливански/ADJ,правен/ADJ,система/NOUN
чудесен/ADJ,панорамен/ADJ,гледка/NOUN
остана/ADJ,жив/ADJ,хора/NOUN
южнославянски/ADJ,фонетичен/ADJ,черта/NOUN
нов/ADJ,неизвестен/ADJ,явление/NOUN
международен/ADJ,фолклоря/ADJ,фестивал/NOUN
скъп/ADJ,модерен/ADJ,апаратура/NOUN
Синайски/ADJ,православен/ADJ,църква/NOUN
друг/ADJ,страничен/ADJ,ефект/NOUN
11-годишна/ADJ,кралски/ADJ,диктатура/NOUN
важно/ADJ,отбранително/ADJ,значение/NOUN
основен/ADJ,разменен/ADJ,пункт/NOUN
турсък/ADJ,наблюдателен/ADJ,пост/NOUN
среден/ADJ,годишен/ADJ,температура/NOUN
Късовълнов/ADJ,син/ADJ,светлина/NOUN
малък/ADJ,инфрачервен/ADJ,лазер/NOUN
друг/ADJ,възможен/ADJ,заплаха/NOUN
кратък/ADJ,документален/ADJ,репортаж/NOUN
Типичен/ADJ,дървесен/ADJ,гора/NOUN
Южн/ADJ,праславянски/ADJ,макродиалект/NOUN
Свещя-(се)/ADJ,римски/ADJ,император/NOUN
македонски/ADJ,науча-(се)/ADJ,институт/NOUN
Редовен/ADJ,автобусен/ADJ,транспорт/NOUN
пръв/ADJ,килиен/ADJ,училище/NOUN
голям/ADJ,глинен/ADJ,съд/NOUN
втори/ADJ,космически/ADJ,скорост/NOUN
български/ADJ,православен/ADJ,църква/NOUN
Есенен/ADJ,студен/ADJ,ден/NOUN
Индийски/ADJ,космически/ADJ,агенция/NOUN
друг/ADJ,населя/ADJ,място/NOUN
Добруджансък/ADJ,земеделски/ADJ,институт/NOUN
мин/ADJ,миня/ADJ,мина/NOUN
американски/ADJ,дипломатически/ADJ,искане/NOUN
Съвременн/ADJ,български/ADJ,език/NOUN
програмируем/ADJ,изчислителен/ADJ,машина/NOUN
различен/ADJ,скален/ADJ,образуване/NOUN
Девически/ADJ,класен/ADJ,училище/NOUN
втори/ADJ,световен/ADJ,война/NOUN
свещя-(се)/ADJ,бял/ADJ,коне/NOUN
Латвийски/ADJ,театрален/ADJ,академия/NOUN
триумфално-скандален/ADJ,1994/ADJ,година/NOUN
вековен/ADJ,добруджански/ADJ,гора/NOUN
Зидам/ADJ,сводов/ADJ,мост/NOUN
голям/ADJ,естествен/ADJ,пристанище/NOUN
Редовен/ADJ,автобусен/ADJ,превоз/NOUN
втори/ADJ,космически/ADJ,скорост/NOUN
поредм/ADJ,еврейски/ADJ,въстание/NOUN
голям/ADJ,естествен/ADJ,число/NOUN
трети/ADJ,декември/NOUN,1993/ADJ
таен/ADJ,революционен/ADJ,комитет/NOUN
Фински/ADJ,Унгарски/ADJ,значение/NOUN
Леки/ADJ,песъчлив/ADJ,почва/NOUN
Северен/ADJ,полунощен/ADJ,прилеп/NOUN
изразя-(се)/ADJ,полов/ADJ,диморфизъм/NOUN
моторен/ADJ,превозен/ADJ,средство/NOUN
неголям/ADJ,Бебровски/ADJ,река/NOUN
малък/ADJ,дървен/ADJ,мост/NOUN
остана/ADJ,голям/ADJ,хищник/NOUN
Северен/ADJ,безименен/ADJ,рид/NOUN
основен/ADJ,питеен/ADJ,източник/NOUN
квазипериодичен/ADJ,климатичен/ADJ,явление/NOUN
отличителен/ADJ,син/ADJ,цвят/NOUN
съдбоносен/ADJ,любовен/ADJ,връзка/NOUN
Средновековен/ADJ,руски/ADJ,литература/NOUN
230/22/ADJ,.05.1950/ADJ,година/NOUN
малък/ADJ,черн/ADJ,дупка/NOUN
друг/ADJ,тип/NOUN,безгръбначен/ADJ
македонски/ADJ,науча-(се)/ADJ,институт/NOUN
ранн/ADJ,благотворителен/ADJ,изява/NOUN
Пряк/ADJ,свободен/ADJ,удар/NOUN
червен/ADJ,мексикански/ADJ,боб/NOUN
сам/ADJ,холдингов/ADJ,дружество/NOUN
ежегоден/ADJ,селски/ADJ,събор/NOUN
Източн/ADJ,среднонемски/ADJ,език/NOUN
следен/ADJ,почвен/ADJ,тип/NOUN
новосъздаден/ADJ,военен/ADJ,структура/NOUN
Якорудски/ADJ,популярен/ADJ,банка/NOUN
средновековен/ADJ,военен/ADJ,крепост/NOUN
нар./ADJ,биполарен/ADJ,смущение/NOUN
обособя-(се)/ADJ,малък/ADJ,библиотека/NOUN
старо/ADJ,турски/ADJ,кале/NOUN
хубав/ADJ,сопранов/ADJ,глас/NOUN
вътрешно/ADJ,японски/ADJ,море/NOUN
високо/ADJ,обществен/ADJ,значение/NOUN
Съвременя-(се)/ADJ,хуманитарен/ADJ,университет/NOUN
български/ADJ,възрожденски/ADJ,литература/NOUN
германски/ADJ,пехотен/ADJ,част/NOUN
среден/ADJ,годишен/ADJ,температура/NOUN
26/ADJ,юни/NOUN,1963/ADJ
съчетавам/ADJ,перфектно/ADJ,водене/NOUN
Публичен/ADJ,годишен/ADJ,изпит/NOUN
древен/ADJ,римски/ADJ,път/NOUN
Зеленикаъв/ADJ,купесто-дъждовен/ADJ,облак/NOUN
световен/ADJ,музикален/ADJ,награда/NOUN
романтичен/ADJ,морски/ADJ,пейзаж/NOUN
пръв/ADJ,учебен/ADJ,програма/NOUN
североизточен/ADJ,малък/ADJ,част/NOUN
световен/ADJ,здравен/ADJ,организация/NOUN
голям/ADJ,местен/ADJ,керван-сарай/NOUN
втори/ADJ,световен/ADJ,война/NOUN
цял/ADJ,Тракийски/ADJ,поле/NOUN
огромно/ADJ,практически/ADJ,приложение/NOUN
вътрешен/ADJ,махов/ADJ,крила/NOUN
национален/ADJ,военно-исторически/ADJ,музей/NOUN
среден/ADJ,орбитален/ADJ,радиус/NOUN
максимален/ADJ,лятен/ADJ,температура/NOUN
красъв/ADJ,селски/ADJ,чешма/NOUN
символ/ADJ,Еквивалентен/ADJ,обя/NOUN
тежа/ADJ,13/ADJ,kg/NOUN
друг/ADJ,популярен/ADJ,спорт/NOUN
етнографски/ADJ,музеен/ADJ,сбирка/NOUN
иницирам/ADJ,взривен/ADJ,вещество/NOUN
общ/ADJ,електронен/ADJ,двойка/NOUN
частен/ADJ,научен/ADJ,център/NOUN
трети/ADJ,резултатен/ADJ,вратар/NOUN
редовен/ADJ,турски/ADJ,войник/NOUN
многовековен/ADJ,широколистен/ADJ,гора/NOUN
Средновековен/ADJ,европейски/ADJ,карта/NOUN
денонощна/ADJ,температурен/ADJ,амплитуд/NOUN
пълен/ADJ,британски/ADJ,контрол/NOUN
основа/ADJ,славянски/ADJ,селище/NOUN
втори/ADJ,световен/ADJ,война/NOUN
цял/ADJ,обитаем/ADJ,земя/NOUN
създам/ADJ,джазов/ADJ,оркестър/NOUN
различен/ADJ,ловен/ADJ,хабитат/NOUN
литературен/ADJ,терминута/ADJ,малапропизъм/NOUN
16-годиша-(се)/ADJ,трудов/ADJ,стаж/NOUN
обширен/ADJ,обработваем/ADJ,земя/NOUN
национален/ADJ,литературен/ADJ,награда/NOUN
детски/ADJ,фолклор/ADJ,група/NOUN
2005/ADJ,конституционен/ADJ,съвет/NOUN
македонски/ADJ,науча-(се)/ADJ,институт/NOUN
силен/ADJ,нагъвателен/ADJ,движение/NOUN
Южа/ADJ,федерален/ADJ,окръг/NOUN
Солунски/ADJ,български/ADJ,клуб/NOUN
силен/ADJ,шахматен/ADJ,глад/NOUN
Обособен/ADJ,административен/ADJ,район/NOUN
мощен/ADJ,хумусен/ADJ,хоризонт/NOUN
държавен/ADJ,обществен/ADJ,институция/NOUN
централен/ADJ,военен/ADJ,клуб/NOUN
неголям/ADJ,страничен/ADJ,корен/NOUN
зелен/ADJ,неузря/ADJ,плодче/NOUN
български/ADJ,феодален/ADJ,стопанство/NOUN
Тракийски/ADJ,регионален/ADJ,идентичност/NOUN
11/ADJ,декември/NOUN,2006/ADJ
български/ADJ,марксически/ADJ,историография/NOUN
т.нар./ADJ,перитрофичен/ADJ,мембрана/NOUN
интензивен/ADJ,ерозионен/ADJ,процес/NOUN
среден/ADJ,полиграфически/ADJ,училище/NOUN
действам/ADJ,държавен/ADJ,глава/NOUN
близк/ADJ,населя/ADJ,място/NOUN
единствен/ADJ,административен/ADJ,сграда/NOUN
централен/ADJ,нервен/ADJ,система/NOUN
регионален/ADJ,исторически/ADJ,музей/NOUN
български/ADJ,еврейски/ADJ,организация/NOUN
спътников/ADJ,навигационен/ADJ,система/NOUN
определя-(се)/ADJ,забавен/ADJ,история/NOUN
сложен/ADJ,фотосинтезирам/ADJ,растение/NOUN
Горен/ADJ,жилищен/ADJ,етаж/NOUN
общ/ADJ,спектрален/ADJ,линия/NOUN
Летн/ADJ,олимпийски/ADJ,игри20px/NOUN
Обединеен/ADJ,народно-прогресивен/ADJ,партия/NOUN
бризантен/ADJ,взривен/ADJ,вещество/NOUN
среден/ADJ,януарски/ADJ,температура/NOUN
Нюйоркски/ADJ,фондов/ADJ,борса/NOUN
Притегателен/ADJ,туристически/ADJ,център/NOUN
цял/ADJ,възможен/ADJ,знание/NOUN
нося-(се)/ADJ,лавров/ADJ,венец/NOUN
влажен/ADJ,планински/ADJ,гора/NOUN
традиционен/ADJ,есенен/ADJ,панаир/NOUN
няколкото/ADJ,открадна-(се)/ADJ,зърна/NOUN
Моментен/ADJ,електрически/ADJ,мощност/NOUN
Азиатски/ADJ,златен/ADJ,котка/NOUN
местен/ADJ,албански/ADJ,население/NOUN
специфичен/ADJ,индивидуален/ADJ,облик/NOUN
втори/ADJ,Ватикански/ADJ,събор/NOUN
втори/ADJ,полуфинален/ADJ,среща/NOUN
Западен/ADJ,Римски/ADJ,империя/NOUN
Санстефански/ADJ,мирен/ADJ,договор/NOUN
голям/ADJ,научен/ADJ,ценност/NOUN
Горен/ADJ,нов/ADJ,село/NOUN
собствен/ADJ,универсален/ADJ,магазин/NOUN
Азиатски/ADJ,златен/ADJ,котка/NOUN
брациговски/ADJ,маслодаен/ADJ,роз/NOUN
нов/ADJ,българо-византийски/ADJ,отношение/NOUN
нов/ADJ,български/ADJ,държава/NOUN
Акварелен/ADJ,молив/ADJ,grip/NOUN
Екат/ADJ,софийски/ADJ,област/NOUN
развита/ADJ,електронен/ADJ,индустрия/NOUN
среден/ADJ,годишен/ADJ,температура/NOUN
сам/ADJ,магнитен/ADJ,поле/NOUN
гъст/ADJ,речен/ADJ,мрежа/NOUN
държавен/ADJ,политехникаДържавен/ADJ,политехник/NOUN
отбранителен/ADJ,фортификационен/ADJ,съоръжение/NOUN
топл/ADJ,летен/ADJ,месец/NOUN
разнороден/ADJ,органичен/ADJ,съединение/NOUN
общ/ADJ,протоиндо-ирански/ADJ,език/NOUN
египетски/ADJ,фолклорен/ADJ,музика/NOUN
български/ADJ,традиционен/ADJ,кухня/NOUN
съм/ADJ,чакълесто-песъчлив/ADJ,характер/NOUN
български/ADJ,военен/ADJ,гробище/NOUN
интензивен/ADJ,летателен/ADJ,подготовка/NOUN
стар/ADJ,български/ADJ,химн/NOUN
нов/ADJ,политически/ADJ,партия/NOUN
водопроводен/ADJ,мрежа-Секирски/ADJ,водопровод/NOUN
общински/ADJ,футболен/ADJ,клуб/NOUN
централен/ADJ,разузнавателен/ADJ,служба/NOUN
друг/ADJ,пътен/ADJ,возило/NOUN
Ловешки/ADJ,есенен/ADJ,панаир/NOUN
богат/ADJ,културен/ADJ,дйеност/NOUN
Православя-(се)/ADJ,богословски/ADJ,факултет/NOUN
европейски/ADJ,икономически/ADJ,общност/NOUN
различен/ADJ,здравословен/ADJ,проблем/NOUN
пръв/ADJ,френски/ADJ,пилот/NOUN
втори/ADJ,космически/ADJ,скорост/NOUN
свободен/ADJ,търговски/ADJ,зона/NOUN
непрестанен/ADJ,насрещен/ADJ,вятър/NOUN
обширен/ADJ,лондонски/ADJ,басейн/NOUN
официален/ADJ,исторически/ADJ,теза/NOUN
Галски/ADJ,група/NOUN,2000/ADJ
друг/ADJ,населя/ADJ,място/NOUN
британски/ADJ,приближавам-(се)/ADJ,съюзник/NOUN
квалификационя/ADJ,технологичен/ADJ,център/NOUN
главен/ADJ,женски/ADJ,роля/NOUN
лечебен/ADJ,минерален/ADJ,извор/NOUN
български/ADJ,комунистически/ADJ,партия/NOUN
малък/ADJ,кръвен/ADJ,съсирек/NOUN
друг/ADJ,населя/ADJ,място/NOUN
Азиатски/ADJ,диво/ADJ,куче/NOUN
Индийски/ADJ,стандартен/ADJ,време/NOUN
40-хиляден/ADJ,австрийски/ADJ,армия/NOUN
Средновековен/ADJ,сръбски/ADJ,земя/NOUN
